paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,Developing secretory and goblet cells,,human,false,COL7A1,author_declared,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 3","persistent expression of some basal cell markers (e.g., persistent COL7A1 and DST expression, but diminishing KRT5, KRT15 expression)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,Developing secretory and goblet cells,,human,false,DST,author_declared,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 3","persistent expression of some basal cell markers (e.g., persistent COL7A1 and DST expression, but diminishing KRT5, KRT15 expression)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,Developing secretory and goblet cells,,human,false,KRT15,author_declared,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 3","persistent expression of some basal cell markers (e.g., persistent COL7A1 and DST expression, but diminishing KRT5, KRT15 expression)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,Developing secretory and goblet cells,,human,false,KRT5,author_declared,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 3","persistent expression of some basal cell markers (e.g., persistent COL7A1 and DST expression, but diminishing KRT5, KRT15 expression)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,goblet cells,,human,false,AQP5,author_declared,,positive,,formal_candidate,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,goblet cells,,human,false,KRT7,author_declared,,positive,,formal_candidate,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,secretory cells,,human,false,AQP5,author_declared,,positive,,formal_candidate,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,secretory cells,,human,false,KRT7,author_declared,,positive,,formal_candidate,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,interferon responsive cytotoxic CD8 T cells,human,false,APOBEC3C,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","the other termed “interferon responsive cytotoxic CD8 T cells,” defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21).",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,early response CD8 T cells,human,false,CCL5,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","Two specialized subtypes of CD8 T cells are annotated from this dataset: one defined by exceptionally high expression of early response genes (FOSB, NR4A2, and CCL5)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,early response CD8 T cells,human,false,FOSB,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","Two specialized subtypes of CD8 T cells are annotated from this dataset: one defined by exceptionally high expression of early response genes (FOSB, NR4A2, and CCL5)",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,interferon responsive cytotoxic CD8 T cells,human,false,GBP5,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","the other termed “interferon responsive cytotoxic CD8 T cells,” defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21).",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,interferon responsive cytotoxic CD8 T cells,human,false,GNLY,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","the other termed “interferon responsive cytotoxic CD8 T cells,” defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21).",pending,,,
DOI_10.1016_j.cell.2021.07.023,DOI_10.1016_j.cell.2021.07.023,primary,CD8 T cells,interferon responsive cytotoxic CD8 T cells,human,false,GZMA,annotation_marker,,positive,,formal_candidate,"STAR Methods, Cell Clustering and Annotation, paragraph 5","the other termed “interferon responsive cytotoxic CD8 T cells,” defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21).",pending,,,
