paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Endothelial cells,,human,false,FLT1,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes, FLT1 for endothelial cells, COL3A1 and COL6A3 for hepatic stellate cells",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatic stellate cells,,human,false,COL3A1,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes, FLT1 for endothelial cells, COL3A1 and COL6A3 for hepatic stellate cells",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatic stellate cells,,human,false,COL6A3,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes, FLT1 for endothelial cells, COL3A1 and COL6A3 for hepatic stellate cells",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatocytes,,human,false,ALB,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatocytes,,human,false,APOC3,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatocytes,,human,false,CYP3A4,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Hepatocytes,,human,false,HPGD,author_declared,,positive,,formal_candidate,"Results p.3; Fig.3b,c; Fig.S1","canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Tumor cells,,human,false,GPC3,author_declared,,positive,,formal_candidate,"Results; Fig. S4a,b","The gene expression distribution and location of known markers in HB, including GPC3, VIM, and HMGA2",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Tumor cells,,human,false,HMGA2,author_declared,,positive,,formal_candidate,"Results; Fig. S4a,b","The gene expression distribution and location of known markers in HB, including GPC3, VIM, and HMGA2",pending,,,
DOI_10.1038_s42003-021-02562-8,DOI_10.1038_s42003-021-02562-8,primary,Tumor cells,,human,false,VIM,author_declared,,positive,,formal_candidate,"Results; Fig. S4a,b","The gene expression distribution and location of known markers in HB, including GPC3, VIM, and HMGA2",pending,,,
