paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,fibroblast,,human,false,DCN,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification",Marker genes included ... PDGFRA and DCN for fibroblasts,pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,fibroblast,,human,false,PDGFRA,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification",Marker genes included ... PDGFRA and DCN for fibroblasts,pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,immune cells,,human,false,PTPRC,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification",Marker genes included ... PTPRC for immune cells,pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,stromal cells (non-fibroblast),,human,false,ACTA2,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification","Marker genes included ACTA2, MYLK, PECAM1, XKR4, and RGS5 for stromal cells",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,stromal cells (non-fibroblast),,human,false,MYLK,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification","Marker genes included ACTA2, MYLK, PECAM1, XKR4, and RGS5 for stromal cells",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,stromal cells (non-fibroblast),,human,false,PECAM1,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification","Marker genes included ACTA2, MYLK, PECAM1, XKR4, and RGS5 for stromal cells",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,stromal cells (non-fibroblast),,human,false,RGS5,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification","Marker genes included ACTA2, MYLK, PECAM1, XKR4, and RGS5 for stromal cells",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,stromal cells (non-fibroblast),,human,false,XKR4,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification","Marker genes included ACTA2, MYLK, PECAM1, XKR4, and RGS5 for stromal cells",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,urothelial cells,,human,false,KRT5,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification",Marker genes included KRT5 and UPK3A for urothelial cells,pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,urothelial cells,,human,false,UPK3A,annotation_marker,,positive,,formal_candidate,"Materials and Methods, Cell clustering and identification",Marker genes included KRT5 and UPK3A for urothelial cells,pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,Xenium fibroblast xFB-8,xFB-8,human,false,CCL11,figure_labeled,,positive,,formal_candidate,Fig. 3D legend,"ROI featuring an artery with endothelial cells (PECAM1), arterial marker GJA5, vascular smooth muscle cells (RGS5), and xFB-8 (CCL11).",pending,,,
DOI_10.64898_2025.12.18.695268,DOI_10.64898_2025.12.18.695268,primary,arterial endothelial cells,,human,false,GJA5,figure_labeled,,positive,,formal_candidate,Fig. 3D legend,"ROI featuring an artery with endothelial cells (PECAM1), arterial marker GJA5, vascular smooth muscle cells (RGS5), and xFB-8 (CCL11).",pending,,,
