paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,Alveolar type 2 (AT2),,human,false,ETV5,author_declared,,positive,,formal_candidate,"Results §New lung cell types, p.621","canonical AT2 markers (SFTPA1, SFTPC and ETV5)",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,Alveolar type 2 (AT2),,human,false,SFTPA1,author_declared,,positive,,formal_candidate,"Results §New lung cell types, p.621","one cluster ... expressed higher levels of some canonical AT2 markers (SFTPA1, SFTPC and ETV5)",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,EREG+ dendritic,,human,false,EREG,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","If the clusters could not be resolved by location or function, we prepended a representative marker gene to their 'canonical' identity (for example, IGSF21+ dendritic, EREG+ dendritic, and TREM2+ dendritic).",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,IGSF21+ dendritic,,human,false,IGSF21,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","If the clusters could not be resolved by location or function, we prepended a representative marker gene to their 'canonical' identity (for example, IGSF21+ dendritic, EREG+ dendritic, and TREM2+ dendritic).",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,TREM2+ dendritic,,human,false,TREM2,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","If the clusters could not be resolved by location or function, we prepended a representative marker gene to their 'canonical' identity (for example, IGSF21+ dendritic, EREG+ dendritic, and TREM2+ dendritic).",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,endothelial,,human,false,CLDN5,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","Clusters were therefore grouped based on expression of tissue compartment markers (for example, EPCAM, CLDN5, COL1A2 and PTPRC) using the 'SubsetData' command",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,immune,,human,false,PTPRC,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","Clusters were therefore grouped based on expression of tissue compartment markers (for example, EPCAM, CLDN5, COL1A2 and PTPRC) using the 'SubsetData' command",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,stromal,,human,false,COL1A2,author_declared,,positive,,formal_candidate,"Methods: Cell clustering, doublet calling, and annotation","Clusters were therefore grouped based on expression of tissue compartment markers (for example, EPCAM, CLDN5, COL1A2 and PTPRC) using the 'SubsetData' command",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,AT2,,human,false,MUC1,figure_labeled,,positive,,formal_candidate,Fig. 4c legend,"immunostained for HOPX (red) and AT2 marker MUC1 (green), and DAPI (blue)",pending,,,
DOI_10.1038_s41586-020-2922-4,DOI_10.1038_s41586-020-2922-4,primary,AT2,,mouse,false,MUC1,figure_labeled,,positive,,formal_candidate,Fig. 4c legend,"mouse (top, Mm) and human (bottom, Hs) immunostained for HOPX (red) and AT2 marker MUC1 (green)",pending,,,
