paper_id,document_id,document_role,cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_type,model_evidence_type,marker_polarity,model_marker_polarity,candidate_class,source_locator,source_context,review_status,exclusion_reason,guardrail_reason,notes
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,α-cell,,mouse,false,Nxph1,author_declared,,positive,,formal_candidate,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Wnk3 and Nxph1 for α-cells)",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,α-cell,,mouse,false,Ttr,author_declared,,positive,,formal_candidate,Results p.1617 (protein validation),we analyzed protein expression of two transcriptome-based markers (Ttr in α-cells and Rbp4 in δ-cells) with immunohistochemistry,pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,α-cell,,mouse,false,Wnk3,author_declared,,positive,,formal_candidate,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Wnk3 and Nxph1 for α-cells)",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Aldh1a3,author_declared,,positive,,formal_candidate,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","First, we validated that islets contain expected healthy and dysfunctional β-cell states by profiling the protein expression of insulin, an established maturation marker Ucn3 (ref. 9) and a dedifferentiation marker Aldh1a3 (refs. 113,114) (Fig. 6d,e and Supplementary Note 10).",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Cytip,author_declared,,positive,,formal_candidate,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Cytip and Spock2 for β-cells)",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Fkbp11,author_declared,,positive,,formal_candidate,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Flattop,author_declared,,positive,,formal_candidate,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,MafA,author_declared,,positive,,formal_candidate,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Mt3,author_declared,,positive,,formal_candidate,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,,mouse,false,Nucb2,author_declared,,positive,,formal_candidate,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",pending,,,
DOI_10.1038_s42255-023-00876-x,DOI_10.1038_s42255-023-00876-x,primary,β-cell,healthy adult state,mouse,false,Prss53,author_declared,,positive,,formal_candidate,"Results p.1620 (new marker; Fig.5c, Supplementary Table 5)","we identified a new marker of healthy adult state Prss53, associated with mitochondrial function",pending,,,
