paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1038_s44318-024-00328-6,12,corrected,Neuroendocrine cells (pulmonary NE),,human,true,ASCL1,ASCL1,exact,annotation_marker,positive,Fig. EV2 legend (H); Methods - Organoid single-cell RNA sequencing,"UMAP plots showing transcript expression of ... ASCL1(H), neuroendocrine cells NEUROD1, GRP(I); organoid scRNA-seq data were initially manually annotated based on the expression of marker genes (in Fig. 1)",0.8421,True,include,NE-lineage transcription factor displayed in EV2 marker expression UMAP and used for manual scRNA-seq annotation of NE/NE-progenitor clusters; matches L4 pulmonary neuroendocrine scope.
DOI_10.1038_s44318-024-00328-6,12,corrected,Neuroendocrine cells (pulmonary NE),,human,true,NEUROD1,NEUROD1,exact,figure_labeled,positive,Fig. EV2 legend (I); Methods - Organoid single-cell RNA sequencing,"UMAP plots showing transcript expression of ... neuroendocrine cells NEUROD1, GRP(I); organoid scRNA-seq data were initially manually annotated based on the expression of marker genes (in Fig. 1)",0.0,True,include,Figure legend explicitly links neuroendocrine cells to NEUROD1 expression; used for scRNA-seq annotation of NE cells.; 自动复核：去空格连续窗口复检通过（PDF 粘连文本）
DOI_10.1038_s44318-024-00328-6,12,corrected,Neuroendocrine cells (pulmonary NE),,human,true,GRP,GRP,exact,figure_labeled,positive,Fig. EV2 legend (I); Methods - Organoid single-cell RNA sequencing,"UMAP plots showing transcript expression of ... neuroendocrine cells NEUROD1, GRP(I); organoid scRNA-seq data were initially manually annotated based on the expression of marker genes (in Fig. 1)",0.8333,True,include,Figure legend explicitly links neuroendocrine cells to GRP expression; used for scRNA-seq annotation of NE cells.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Fig.1G legend,"surfactant protein production-associated markers including mature SFTPC and SFTPB, LAMP3, NAPSA, and ABCA3, plus typical alveolar type 2 cell lineage markers HTII-280 and HOPX",0.8947,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); AT2 marker.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,SFTPB,SFTPB,exact,figure_labeled,positive,Fig.1G legend,"surfactant protein production-associated markers including mature SFTPC and SFTPB, LAMP3, NAPSA, and ABCA3, plus typical alveolar type 2 cell lineage markers HTII-280 and HOPX",0.8947,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); AT2 marker.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,LAMP3,LAMP3,exact,figure_labeled,positive,Fig.1G legend,"surfactant protein production-associated markers including mature SFTPC and SFTPB, LAMP3, NAPSA, and ABCA3, plus typical alveolar type 2 cell lineage markers HTII-280 and HOPX",0.8947,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); AT2 marker.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,NAPSA,NAPSA,exact,figure_labeled,positive,Fig.1G legend,"surfactant protein production-associated markers including mature SFTPC and SFTPB, LAMP3, NAPSA, and ABCA3, plus typical alveolar type 2 cell lineage markers HTII-280 and HOPX",0.8947,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); AT2 marker.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,ABCA3,ABCA3,exact,figure_labeled,positive,Fig.1G legend,"surfactant protein production-associated markers including mature SFTPC and SFTPB, LAMP3, NAPSA, and ABCA3, plus typical alveolar type 2 cell lineage markers HTII-280 and HOPX",0.8947,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); AT2 marker.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,HTII-280,HTII-280,non_gene_entity,figure_labeled,positive,Fig.1G legend,typical alveolar type 2 cell lineage markers HTII-280 and HOPX,0.875,True,exclude,HTII-280 is an antibody/antigen rather than a unique gene; also an AT2 marker outside NE target scope.
DOI_10.1038_s44318-024-00328-6,12,corrected,Alveolar type 2 (AT2) cells,,human,false,E-cadherin,CDH1,alias_resolved,author_declared,positive,"Results, fdAT2 organoid characterization","the organoids express proteins required for surfactant production, such as LAMP3, ABCA3, and Napsin-A, as well as typical AT2 markers HTII-280, E-cadherin and HOPX",0.9375,True,exclude,Not in target_cell_scope (L4 pulmonary neuroendocrine cell); canonical AT2 marker.
