paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1016_j.cell.2021.07.023,20,corrected,goblet cells,AZGP1high goblet,human,false,AZGP1,AZGP1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",goblet cells were split into 4 distinct sets: ... AZGP1high goblet cells,0.0,False,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,hillock-like cells,KRT13+ hillock-like,human,false,KRT13,KRT13,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",KRT24highKRT13high secretory cells (which are similar to previously-described KRT13+ 'hillock' cells),0.7143,True,exclude,非目标细胞类型；KRT13 实际用于 KRT24highKRT13high secretory 亚型，不在 Enteroendocrine cell 范围。
DOI_10.1016_j.cell.2021.07.023,20,corrected,basal cells,,human,false,TP63,TP63,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"we identified basal cells by their expression of TP63, KRT15, and KRT5",0.8571,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,basal cells,,human,false,KRT15,KRT15,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"we identified basal cells by their expression of TP63, KRT15, and KRT5",0.8571,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,basal cells,,human,false,KRT5,KRT5,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"we identified basal cells by their expression of TP63, KRT15, and KRT5",0.8571,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,mitotic basal cells,,human,false,MKI67,MKI67,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"mitotic basal cells using genes involved in the cell cycle (MKI67, TOP2A)",1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,mitotic basal cells,,human,false,TOP2A,TOP2A,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"mitotic basal cells using genes involved in the cell cycle (MKI67, TOP2A)",1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,KRT7,KRT7,exact,author_declared,positive,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",0.8889,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,AQP5,AQP5,exact,author_declared,positive,Results: 'Epithelial diversity and remodeling after SARS-CoV-2 infection' (p.4717),"expression of secretory and goblet cell-specific markers (KRT7, AQP5) progressively increase",0.8889,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,CXCL17,CXCL17,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"We resolved large populations of secretory cells and goblet cells (KRT7, CXCL17, F3, AQP5, CP)",1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,F3,F3,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"We resolved large populations of secretory cells and goblet cells (KRT7, CXCL17, F3, AQP5, CP)",1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,CP,CP,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),"We resolved large populations of secretory cells and goblet cells (KRT7, CXCL17, F3, AQP5, CP)",1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,secretory cells,,human,false,BPIFA1,BPIFA1,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),BPIFA1-expressing secretory cells,0.6667,False,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
DOI_10.1016_j.cell.2021.07.023,20,corrected,goblet cells,,human,false,MUC5AC,MUC5AC,exact,annotation_marker,positive,Results: 'Defining cellular diversity in the human nasopharyngeal mucosa' (p.4714),MUC5AC-expressing goblet,1.0,True,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。
