paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1101_2025.01.17.633590,27,corrected,β cells,,human,false,INS,INS,exact,author_declared,positive,"Results, line 96","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL, we identified 270 α-, 272 β-, 173 δ-, 130 γ-, and 194 ε-cell signature genes...",1.0,True,exclude,β cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,α cells,,human,false,GCG,GCG,exact,author_declared,positive,"Results, line 96","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL...",1.0,True,exclude,α cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,δ cells,,human,false,SST,SST,exact,author_declared,positive,"Results, line 96","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL...",1.0,True,exclude,δ cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,γ cells,,human,false,PPY,PPY,exact,author_declared,positive,"Results, line 96","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL...",1.0,True,exclude,γ cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,ε cells,,human,false,GHRL,GHRL,exact,author_declared,positive,"Results, line 96","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL...",1.0,True,exclude,ε cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,exocrine cells,,human,false,REG1A,REG1A,exact,author_declared,positive,"Methods, lines 626-629","the most prominent of which included famous endocrine and exocrine markers such as Insulin (INS), Glucagon (GCG), Somatostatin (SST), Pancreatic Polypeptide (PPY), Regenerating Family Member 1 Alpha (REG1A), Serine Protease 2 (PRSS2)...",1.0,True,exclude,exocrine cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,exocrine cells,,human,false,PRSS2,PRSS2,exact,author_declared,positive,"Methods, lines 626-629","the most prominent of which included famous endocrine and exocrine markers such as Insulin (INS), Glucagon (GCG), Somatostatin (SST), Pancreatic Polypeptide (PPY), Regenerating Family Member 1 Alpha (REG1A), Serine Protease 2 (PRSS2)...",1.0,True,exclude,exocrine cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,β cells,putative high functional β-cell subpopulation (cluster 1),human,false,ABCC8,ABCC8,exact,cluster_enriched,positive,"Results, lines 391-394","we detected a putative β-cell subpopulation with high functional capacity and/or output exhibiting elevated expression of genes enriched in the ‘insulin secretion’ pathway ... – ABCC8, G6PC2, PDX1, SLC30A8, RBP4 (cluster 1).",1.0,True,exclude,β cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,β cells,putative high functional β-cell subpopulation (cluster 1),human,false,G6PC2,G6PC2,exact,cluster_enriched,positive,"Results, lines 391-394","we detected a putative β-cell subpopulation with high functional capacity and/or output exhibiting elevated expression of genes enriched in the ‘insulin secretion’ pathway ... – ABCC8, G6PC2, PDX1, SLC30A8, RBP4 (cluster 1).",1.0,True,exclude,β cells 不属于 target_cell_scope (L2:Schwann cell)。
DOI_10.1101_2025.01.17.633590,27,corrected,β cells,putative high functional β-cell subpopulation (cluster 1),human,false,PDX1,PDX1,exact,cluster_enriched,positive,"Results, lines 391-394","we detected a putative β-cell subpopulation with high functional capacity and/or output exhibiting elevated expression of genes enriched in the ‘insulin secretion’ pathway ... – ABCC8, G6PC2, PDX1, SLC30A8, RBP4 (cluster 1).",1.0,True,exclude,β cells 不属于 target_cell_scope (L2:Schwann cell)。
