paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Urocortin-3,Ucn3,alias_resolved,author_declared,positive,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Flattop,Cfap126,alias_resolved,author_declared,positive,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,MafA,Mafa,alias_resolved,author_declared,positive,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Slc2a2,Slc2a2,exact,author_declared,positive,p.1616 (Introduction),"Immature β-cells gain functional maturation, as defined by the expression of several protein markers, including Urocortin-3, Flattop, transcription factor MafA and glucose transporter encoded by Slc2a2 (also known as Glut2) and accurate GSIS in the first weeks after birth and again after weaning.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Ins1,Ins1,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ins1, Ins2, G6pc2 and Iapp for β-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Ins2,Ins2,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ins1, Ins2, G6pc2 and Iapp for β-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,G6pc2,G6pc2,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ins1, Ins2, G6pc2 and Iapp for β-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Iapp,Iapp,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ins1, Ins2, G6pc2 and Iapp for β-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Cytip,Cytip,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Cytip and Spock2 for β-cells)",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Spock2,Spock2,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Cytip and Spock2 for β-cells)",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Ucn3,Ucn3,exact,annotation_marker,positive,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","First, we validated that islets contain expected healthy and dysfunctional β-cell states by profiling the protein expression of insulin, an established maturation marker Ucn3 (ref. 9) and a dedifferentiation marker Aldh1a3 (refs. 113,114) (Fig. 6d,e and Supplementary Note 10).",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Aldh1a3,Aldh1a3,exact,annotation_marker,positive,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","First, we validated that islets contain expected healthy and dysfunctional β-cell states by profiling the protein expression of insulin, an established maturation marker Ucn3 (ref. 9) and a dedifferentiation marker Aldh1a3 (refs. 113,114) (Fig. 6d,e and Supplementary Note 10).",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Nucb2,Nucb2,exact,author_declared,positive,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Fkbp11,Fkbp11,exact,author_declared,positive,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,mouse,false,Mt3,Mt3,exact,author_declared,positive,"Results, 'Diabetes-unique and cross-condition dysfunction in β-cells', Fig.6d,e; p.1625","We next profiled three new markers of the T2D model: Nucb2, which is involved in insulin secretion115,116 and whose mutations were reported to be associated with diabetes risk117, Fkbp11, an ER-located chaperone previously reported to be upregulated in certain mouse T2D models118,119 and Mt3, which was reported to be associated with β-cell death120.",1.0,True,exclude,非目标细胞类型（β-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Ttr,Ttr,exact,annotation_marker,positive,Results p.1617 (protein validation),we analyzed protein expression of two transcriptome-based markers (Ttr in α-cells and Rbp4 in δ-cells) with immunohistochemistry,1.0,True,exclude,非目标细胞类型（α-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Gcg,Gcg,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ttr, Gcg, Irx2 and Slc7a2 for α-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Irx2,Irx2,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ttr, Gcg, Irx2 and Slc7a2 for α-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Slc7a2,Slc7a2,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),"Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (mouse homologs Ttr, Gcg, Irx2 and Slc7a2 for α-cells)",1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Wnk3,Wnk3,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Wnk3 and Nxph1 for α-cells)",1.0,True,exclude,非目标细胞类型（α-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α-cell,,mouse,false,Nxph1,Nxph1,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Wnk3 and Nxph1 for α-cells)",1.0,True,exclude,非目标细胞类型（α-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Sst,Sst,exact,annotation_marker,positive,Results p.1618 (δ-cell annotation),"somatostatin was highly expressed already in the E group, likely because Sst has been used for δ-cell annotation",1.0,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Rbp4,Rbp4,exact,annotation_marker,positive,Results p.1617 (protein validation),we analyzed protein expression of two transcriptome-based markers (Ttr in α-cells and Rbp4 in δ-cells) with immunohistochemistry,1.0,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Slc2a3,Slc2a3,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Slc2a3, Nrsn1 and Spock3 for δ-cells)",1.0,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Nrsn1,Nrsn1,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Slc2a3, Nrsn1 and Spock3 for δ-cells)",1.0,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Spock3,Spock3,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we observed consistent upregulation in δ-cells across datasets, further supported by a previous study reporting this gene as a δ-cell marker in zebrafish",0.9231,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ-cell,,mouse,false,Cer1,Cer1,exact,author_declared,positive,Results p.1617 (potential δ-cell marker),it is a potential δ-cell marker only in postnatal and not in embryonic samples,1.0,True,exclude,非目标细胞类型（δ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,γ-cell,,mouse,false,Ppy,Ppy,exact,reference_imported,positive,Results p.1617 (shared markers; Fig.3a),Some of the markers were shared with human endocrine markers reported in a recent scRNA-seq meta-analysis (Ppy for γ-cells),1.0,True,exclude,非目标细胞类型且为外部引用证据，不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,γ-cell,,mouse,false,Vsig1,Vsig1,exact,author_declared,positive,Results p.1617 (new markers; Fig.3a),"we detected several new cell-type-specific genes at different developmental stages (for example, Vsig1 for γ-cells)",1.0,True,exclude,非目标细胞类型（γ-cell），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,immature,mouse,false,Rbp4,Rbp4,exact,reference_imported,positive,"Results p.1620-1621 (Fig.4b, 5b)","known immaturity (Rbp4), maturity (Mafa), stress (Gast), aging/senescence (Cdkn2a) and inflammatory (B2m) β-cell transcriptomic markers",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,immature,mouse,false,Cd81,Cd81,exact,reference_imported,positive,Results p.1620 (Fig.5b),"some known markers were not state-specific, such as certain immature marker genes that were also highly expressed in the db/db + mSTZ state (for example, Cd81)",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,mature,mouse,false,Mafa,Mafa,exact,reference_imported,positive,"Results p.1620-1621 (Fig.4b, 5b)","known immaturity (Rbp4), maturity (Mafa), stress (Gast), aging/senescence (Cdkn2a) and inflammatory (B2m) β-cell transcriptomic markers",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,stressed,mouse,false,Gast,Gast,exact,reference_imported,positive,"Results p.1620-1621 (Fig.4b, 5b)","known immaturity (Rbp4), maturity (Mafa), stress (Gast), aging/senescence (Cdkn2a) and inflammatory (B2m) β-cell transcriptomic markers",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,aging/senescence,mouse,false,Cdkn2a,Cdkn2a,exact,reference_imported,positive,"Results p.1620-1621 (Fig.4b, 5b)","known immaturity (Rbp4), maturity (Mafa), stress (Gast), aging/senescence (Cdkn2a) and inflammatory (B2m) β-cell transcriptomic markers",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,inflammatory,mouse,false,B2m,B2m,exact,reference_imported,positive,"Results p.1620-1621 (Fig.4b, 5b)","known immaturity (Rbp4), maturity (Mafa), stress (Gast), aging/senescence (Cdkn2a) and inflammatory (B2m) β-cell transcriptomic markers",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,healthy adult state,mouse,false,Prss53,Prss53,exact,author_declared,positive,"Results p.1620 (new marker; Fig.5c, Supplementary Table 5)","we identified a new marker of healthy adult state Prss53, associated with mitochondrial function",1.0,True,exclude,非目标细胞类型（β-cell 亚型），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,human,false,Tm4sf4,Tm4sf4,exact,reference_imported,positive,"Results, 'β-cell dysfunction patterns within healthy samples', Fig.5g; p.1623","Comparison to a meta-analysis of human healthy heterogeneity markers35, revealed shared genes Tm4sf4 and Clu from group 3 (insulin production and metabolic stress) and genes Fos, Herpud1 and Rgs4 from group 4 (aging).",1.0,True,exclude,非目标细胞类型且物种为 human，与任务物种 mouse 不符。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,human,false,Clu,Clu,exact,reference_imported,positive,"Results, 'β-cell dysfunction patterns within healthy samples', Fig.5g; p.1623","Comparison to a meta-analysis of human healthy heterogeneity markers35, revealed shared genes Tm4sf4 and Clu from group 3 (insulin production and metabolic stress) and genes Fos, Herpud1 and Rgs4 from group 4 (aging).",1.0,True,exclude,非目标细胞类型且物种为 human，与任务物种 mouse 不符。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,human,false,Fos,Fos,exact,reference_imported,positive,"Results, 'β-cell dysfunction patterns within healthy samples', Fig.5g; p.1623","Comparison to a meta-analysis of human healthy heterogeneity markers35, revealed shared genes Tm4sf4 and Clu from group 3 (insulin production and metabolic stress) and genes Fos, Herpud1 and Rgs4 from group 4 (aging).",1.0,True,exclude,非目标细胞类型且物种为 human，与任务物种 mouse 不符。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,human,false,Herpud1,Herpud1,exact,reference_imported,positive,"Results, 'β-cell dysfunction patterns within healthy samples', Fig.5g; p.1623","Comparison to a meta-analysis of human healthy heterogeneity markers35, revealed shared genes Tm4sf4 and Clu from group 3 (insulin production and metabolic stress) and genes Fos, Herpud1 and Rgs4 from group 4 (aging).",1.0,True,exclude,非目标细胞类型且物种为 human，与任务物种 mouse 不符。
DOI_10.1038_s42255-023-00876-x,41,corrected,β-cell,,human,false,Rgs4,Rgs4,exact,reference_imported,positive,"Results, 'β-cell dysfunction patterns within healthy samples', Fig.5g; p.1623","Comparison to a meta-analysis of human healthy heterogeneity markers35, revealed shared genes Tm4sf4 and Clu from group 3 (insulin production and metabolic stress) and genes Fos, Herpud1 and Rgs4 from group 4 (aging).",1.0,True,exclude,非目标细胞类型且物种为 human，与任务物种 mouse 不符。
DOI_10.1038_s42255-023-00876-x,41,corrected,acinar,,mouse,false,Cpa1,Cpa1,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... acinar: Cpa1, Prss2",1.0,True,exclude,非目标细胞类型（acinar），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,acinar,,mouse,false,Prss2,Prss2,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... acinar: Cpa1, Prss2",1.0,True,exclude,非目标细胞类型（acinar），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,α,,mouse,false,Gcg,Gcg,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list",we relied on the following cell type markers across multiple datasets ... α: Gcg,1.0,True,exclude,非目标细胞类型（α），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β,,mouse,false,Ins1,Ins1,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... β: Ins1, Ins2",1.0,True,exclude,非目标细胞类型（β），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,β,,mouse,false,Ins2,Ins2,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... β: Ins1, Ins2",1.0,True,exclude,非目标细胞类型（β），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,δ,,mouse,false,Sst,Sst,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list",we relied on the following cell type markers across multiple datasets ... δ: Sst,1.0,True,exclude,非目标细胞类型（δ），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,ductal,,mouse,false,Krt19,Krt19,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... ductal: Krt19, Muc1, Sox9",1.0,True,exclude,非目标细胞类型（ductal），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,ductal,,mouse,false,Muc1,Muc1,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... ductal: Krt19, Muc1, Sox9",1.0,True,exclude,非目标细胞类型（ductal），不在 Schwann cell 范围内。
DOI_10.1038_s42255-023-00876-x,41,corrected,ductal,,mouse,false,Sox9,Sox9,exact,annotation_marker,positive,"Methods, 'Preprocessing of datasets for atlas building' / re-annotation marker list","we relied on the following cell type markers across multiple datasets ... ductal: Krt19, Muc1, Sox9",1.0,True,exclude,非目标细胞类型（ductal），不在 Schwann cell 范围内。
