paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,stem cells,,human,false,OLFM4,OLFM4,exact,author_declared,positive,"Article p.1202, Fig.1j and Supplementary Table 5","We identified consistent markers for each integrated cell type across datasets and protocols, such as OLFM4 for stem cells and TP63 for basal cells (Fig. 1j and Supplementary Table 5).",1.0,True,exclude,基因-细胞关系成立，但干细胞不在任务目标范围（Schwann/Enteroendocrine/Neuroendocrine）内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,basal cells,,human,false,TP63,TP63,exact,author_declared,positive,"Article p.1202, Fig.1j and Supplementary Table 5","We identified consistent markers for each integrated cell type across datasets and protocols, such as OLFM4 for stem cells and TP63 for basal cells (Fig. 1j and Supplementary Table 5).",1.0,True,exclude,基底细胞不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Stromal 1 (ADAMDEC1),,human,false,ADAMDEC1,ADAMDEC1,exact,annotation_marker,positive,"Fig.1f/h, Fig.3d cell type labels","Cell type is named 'Stromal 1 (ADAMDEC1)' in the atlas, using ADAMDEC1 as the annotating marker.",0.7778,True,exclude,基质细胞亚型不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Stromal 2 (NPY),,human,false,NPY,NPY,exact,annotation_marker,positive,"Fig.1f/h, Fig.3d cell type labels","Cell type is named 'Stromal 2 (NPY)' in the atlas, using NPY as the annotating marker.",0.7778,True,exclude,基质细胞亚型不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Stromal 3 (C7),,human,false,C7,C7,exact,annotation_marker,positive,"Fig.1f/h, Fig.3d cell type labels","Cell type is named 'Stromal 3 (C7)' in the atlas, using C7 as the annotating marker.",0.7778,True,exclude,基质细胞亚型不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Mesoderm 1 (HAND1),,human,false,HAND1,HAND1,exact,annotation_marker,positive,"Fig.1f/h, Fig.3d cell type labels","Cell type is named 'Mesoderm 1 (HAND1)' in the atlas, using HAND1 as the annotating marker.",0.7778,True,exclude,中胚层细胞亚型不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Mesoderm 2 (ZEB2),,human,false,ZEB2,ZEB2,exact,annotation_marker,positive,"Fig.1f/h, Fig.3d cell type labels","Cell type is named 'Mesoderm 2 (ZEB2)' in the atlas, using ZEB2 as the annotating marker.",0.7778,True,exclude,中胚层细胞亚型不在任务目标范围内。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,BEST4+ epithelial,,human,false,BEST4,BEST4,exact,annotation_marker,positive,Fig.1f/h cell type label,Level 2 cell type is labeled 'BEST4+ epithelial' in the atlas.,0.7143,False,exclude,BEST4+ 上皮细胞不在任务目标范围内（非肠内分泌/神经内分泌/Schwann）。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,MUC2+ goblet,,human,false,MUC2,MUC2,exact,reference_imported,positive,Fig.2a/b cell type label,Reference atlas cell type is labeled 'MUC2+ goblet'.,0.7143,False,exclude,杯状细胞不在任务目标范围内；且该标签来自外部参考图谱（原文引用），不是本文自身注释。
DOI_10.1038_s41588-025-02182-6,33,no_formal_target_marker,Progenitor cells,early endoderm development,human,false,FABP1,FABP1,exact,annotation_marker,positive,"Results p.1206, Fig.4d",Organoids from PSCs displayed a higher proportion of early endoderm development marker genes such as FABP1 and AFP-defined progenitor cells.,1.0,True,exclude,早期内胚层祖细胞不在任务目标范围内。
