paper_id,task_no,paper_status,cell_type,subtype,species,in_project_scope,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,citation_match_score,citation_verified,decision,reason
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Fig.1d legend,shared AT2 and AT2-signalling marker SFTPC (white),1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,WIF1,WIF1,exact,figure_labeled,positive,Fig.1d legend,specific AT2 marker WIF1 (red puncta),1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,SFTPA1,SFTPA1,exact,author_declared,positive,"Results §New lung cell types, p.621","one cluster ... expressed higher levels of some canonical AT2 markers (SFTPA1, SFTPC and ETV5)",1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,ETV5,ETV5,exact,author_declared,positive,"Results §New lung cell types, p.621","canonical AT2 markers (SFTPA1, SFTPC and ETV5)",1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,HHIP,HHIP,exact,cluster_enriched,positive,"Results §New lung cell types, p.621",One cluster (WIF1+HHIP+CA2+) ... selectively expressed inhibitors of ... Hedgehog (HHIP) signalling,1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar type 2 (AT2),,human,false,CA2,CA2,exact,cluster_enriched,positive,"Results §New lung cell types, p.621",One cluster (WIF1+HHIP+CA2+) ...,1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,AT2-signalling (AT2-s),,human,false,SFTPC,SFTPC,exact,figure_labeled,positive,Fig.1d legend,shared AT2 and AT2-signalling marker SFTPC,1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,AT2-signalling (AT2-s),,human,false,WIF1,WIF1,exact,figure_labeled,negative,Fig.1d legend,"AT2-signalling cells (SFTPC+ WIF1−; box, enlarged at right, yellow arrowhead)",1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar fibroblast,,human,false,COL1A2,COL1A2,exact,figure_labeled,positive,Fig.1f legend,general fibroblast marker COL1A2 (white),1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar fibroblast,,human,false,BSG,BSG,exact,reference_imported,positive,"Results §New lung cell types, p.621",Two clusters expressed classical fibroblast markers (BSG and COL1A2),1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
DOI_10.1038_s41586-020-2922-4,4,no_formal_target_marker,Alveolar fibroblast,,human,false,GPC3,GPC3,exact,figure_labeled,positive,Fig.1f legend,"alveolar fibroblast marker GPC3 (red, left)",1.0,True,exclude,非目标细胞类型（任务范围为 L4:Pulmonary neuroendocrine cell）
