cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Anterior intermediate mesoderm,,mouse,False,Ret,explicit,Fig. 3b,posterior (Gdnf+) and anterior (Ret+) intermediate mesoderm,pending,
Foregut mesenchyme,,mouse,False,Barx1,explicit,Article text (Results: 'hepatic and foregut mesenchyme are distinguished...'),"hepatic and foregut mesenchyme are distinguished both from one another as well as from their inferred progenitors by Gata4 and Barx1 expression, respectively",pending,
Hepatic mesenchyme,,mouse,False,Gata4,explicit,Article text (Results: 'hepatic and foregut mesenchyme are distinguished...'),"hepatic and foregut mesenchyme are distinguished both from one another as well as from their inferred progenitors by Gata4 and Barx1 expression, respectively",pending,
Hypothalamic Sim1 neurons,,mouse,False,Sim1,explicit,Fig. 4a legend,Hypothalamic Sim1 neurons,pending,
NMPs,,mouse,False,Meis1,explicit,Methods,cells are labelled as NMPs if they are both strongly T+ (raw count ≥5) and Meis1− (raw count = 0),pending,
NMPs,,mouse,False,T,explicit,Methods,cells are labelled as NMPs if they are both strongly T+ (raw count ≥5) and Meis1− (raw count = 0),pending,
Neural prog. cells,Neurod1+,mouse,False,Neurod1,explicit,Fig. 4a legend,Neural prog. cells (Neurod1+),pending,
Posterior intermediate mesoderm,,mouse,False,Gdnf,explicit,Fig. 3b,posterior (Gdnf+) and anterior (Ret+) intermediate mesoderm,pending,
Vascular SMCs,Pparg+,mouse,False,Pparg,explicit,Fig. 3d,Vascular SMCs (Pparg+),pending,
deep-layer neurons,,human,false,Bcl11b,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,
deep-layer neurons,,human,false,Fezf2,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,
deep-layer neurons,,human,false,Tbr1,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: deep-layer neurons (Tbr1+, Bcl11b+, Fezf2+)",pending,
intermediate neuronal progenitors,,human,false,Eomes,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: intermediate neuronal progenitors (Eomes+, Pax6+)",pending,
intermediate neuronal progenitors,,human,false,Pax6,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: intermediate neuronal progenitors (Eomes+, Pax6+)",pending,
mesodermal progenitors,,mouse,False,Tbx6,explicit,Methods,mesodermal progenitors (Tbx6+),pending,
subplate neurons,,human,false,Chrna5,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,
subplate neurons,,human,false,Foxp2,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,
subplate neurons,,human,false,Kcnab1,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,
subplate neurons,,human,false,Syt6,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: subplate neurons (Kcnab1+, Chrna5+, Syt6+, Foxp2+)",pending,
upper-layer neurons,,human,false,Pou3f2,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,
upper-layer neurons,,human,false,Pou3f3,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,
upper-layer neurons,,human,false,Satb2,explicit,Extended Data Fig. 10b,"UMAP colored by gene expression of marker genes: upper-layer neurons (Satb2+, Pou3f2+, Pou3f3+)",pending,
Renal cortical stromal cells,,mouse,False,Foxd1,implied,Article text (paragraph: 'Two subtypes spatially mapped to the kidney...'),"Although both express Foxd1+, focused analyses suggest distinct origins",pending,
Renal medullary stromal cells,,mouse,False,Foxd1,implied,Article text (paragraph: 'Two subtypes spatially mapped to the kidney...'),"Although both express Foxd1+, focused analyses suggest distinct origins",pending,
HSCs,Cd34+,mouse,false,Cd34,inferred,Fig.5g,Cell type name listed as 'HSCs (Cd34+)' in the tree node labels.,pending,
HSCs,Mpo+,mouse,false,Mpo,inferred,Fig.5g,Cell type name listed as 'HSCs (Mpo+)' in the tree node labels.,pending,
Myelinating Schwann cells,Tgfb2+,mouse,true,Tgfb2,inferred,Fig.5g,Cell type name listed as 'Myelinating Schwann cells (Tgfb2+)' in the tree node labels.,pending,
