cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
B cells,,human,false,CD79A,explicit,Results p.4,"B cells (MS4A1, CD79A, CD79B)",pending,
B cells,,human,false,CD79B,explicit,Results p.4,"B cells (MS4A1, CD79A, CD79B)",pending,
B cells,,human,false,MS4A1,explicit,Results p.4,"B cells (MS4A1, CD79A, CD79B)",pending,
Basal cells,,human,False,KRT15,explicit,Methods p.28,"Basal cells represent the main stem/progenitor cells of the nasal epithelium, and are classically defined by TP63, KRT5, and KRT15 expression",pending,
Basal cells,,human,False,KRT5,explicit,Methods p.28,"Basal cells represent the main stem/progenitor cells of the nasal epithelium, and are classically defined by TP63, KRT5, and KRT15 expression",pending,
Basal cells,,human,False,TP63,explicit,Methods p.28,"Basal cells represent the main stem/progenitor cells of the nasal epithelium, and are classically defined by TP63, KRT5, and KRT15 expression",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,APOBEC3C,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,early response,human,False,CCL5,explicit,Methods p.29,"Two specialized subtypes of CD8 T cells are annotated from this dataset: one defined by exceptionally high expression of early response genes (FOSB, NR4A2, and CCL5)",pending,
CD8 T cells,early response,human,False,FOSB,explicit,Methods p.29,"Two specialized subtypes of CD8 T cells are annotated from this dataset: one defined by exceptionally high expression of early response genes (FOSB, NR4A2, and CCL5)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,GBP5,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,GNLY,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,GZMA,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,GZMB,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,GZMH,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,IFIT3,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,IKZF3,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
CD8 T cells,interferon responsive cytotoxic,human,False,IL2RB,explicit,Methods p.29,"and the other termed 'interferon responsive cytotoxic CD8 T cells,' defined by granzyme and perforin expression (GZMB, GZMA, GNLY, PRF1, GZMH), anti-viral genes (ISG20, IFIT3, APOBEC3C, GBP5) and genes associated with effector CD8 T cell function (LAG3, IL2RB, IKZF3, TBX21)",pending,
