cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Kupffer cells,,human,false,CD163,explicit,Fig.3a-c,"canonical markers, such as CD68 and CD163 for Kupffer cells",pending,
Kupffer cells,,human,false,CD68,explicit,Fig.3a-c,"canonical markers, such as CD68 and CD163 for Kupffer cells",pending,
endothelial cells,,human,false,FLT1,explicit,Fig.3a-c,"canonical markers, such as FLT1 for endothelial cells",pending,
hepatic stellate cells,,human,false,COL3A1,explicit,Fig.3a-c,"canonical markers, such as COL3A1 and COL6A3 for hepatic stellate cells",pending,
hepatic stellate cells,,human,false,COL6A3,explicit,Fig.3a-c,"canonical markers, such as COL3A1 and COL6A3 for hepatic stellate cells",pending,
hepatocytes,,human,false,ALB,explicit,Fig.3a-c,"canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,
hepatocytes,,human,false,APOC3,explicit,Fig.3a-c,"canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,
hepatocytes,,human,false,CYP3A4,explicit,Fig.3a-c,"canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,
hepatocytes,,human,false,HPGD,explicit,Fig.3a-c,"canonical markers, such as CYP3A4, ALB, APOC3, and HPGD for hepatocytes",pending,
immune cells,,human,false,PTPRC,explicit,Fig.3a-c,"canonical markers, such as PTPRC for immune cells",pending,
tumor cells,,human,false,DLK1,explicit,Fig.3b,Marker genes for common cell populations in liver and tumor were drawn on UMAP. DLK1 shows tumor,pending,
tumor cells,,human,false,GPC3,explicit,Fig.1c,"GPC3 gene expression, a known marker, in HB tumor relative to background liver and nontumor liver",pending,
tumor cells,,human,false,HMGA2,explicit,"Fig. S4a,b","known markers in HB, including GPC3, VIM, and HMGA2, are shown in Fig. S4a,b",pending,
tumor cells,,human,false,VIM,explicit,"Fig. S4a,b","known markers in HB, including GPC3, VIM, and HMGA2, are shown in Fig. S4a,b",pending,
