cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
IR-Ven-Peri,,human,false,CCL19,explicit,Fig.3g legend,IR-Ven-Peri markers CCL21 and CCL19 localize adjacent to the venous vessel marker ACKR1 in the airway.,pending,
IR-Ven-Peri,,human,false,CCL21,explicit,Fig.3g legend,IR-Ven-Peri markers CCL21 and CCL19 localize adjacent to the venous vessel marker ACKR1 in the airway.,pending,
IgA plasma cells,,human,false,CCR10,explicit,"Results, Immune cells in the lung and airways",Distinguishing markers for IgA plasma cells included CCR10 and B cell maturation antigen BCMA (TNFRSF17),pending,
IgA plasma cells,,human,false,TNFRSF17,explicit,"Results, Immune cells in the lung and airways",Distinguishing markers for IgA plasma cells included CCR10 and B cell maturation antigen BCMA (TNFRSF17),pending,
MAIT,,human,false,TRAJ33,explicit,"Results, Immune cells in the lung and airways",TCR VDJ-seq data confirmed MAIT cell type annotation (with preferential use of TRAJ33 and TRAV1-2),pending,
MAIT,,human,false,TRAV1-2,explicit,"Results, Immune cells in the lung and airways",TCR VDJ-seq data confirmed MAIT cell type annotation (with preferential use of TRAJ33 and TRAV1-2),pending,
Macro-CCL,,human,false,CCL20,explicit,"Results, Immune cells in the lung and airways","a rare undescribed population of macrophages expressing chemokines, including CXCL8, CCL4 and CCL20, which we named Macro-CCL",pending,
Macro-CCL,,human,false,CCL4,explicit,"Results, Immune cells in the lung and airways","a rare undescribed population of macrophages expressing chemokines, including CXCL8, CCL4 and CCL20, which we named Macro-CCL",pending,
Macro-CCL,,human,false,CXCL8,explicit,"Results, Immune cells in the lung and airways","a rare undescribed population of macrophages expressing chemokines, including CXCL8, CCL4 and CCL20, which we named Macro-CCL",pending,
Macro-CHIT1,,human,false,CHIT1,explicit,"Results, Immune cells in the lung and airways",CHIT1+,pending,
Macro-alv-MT,,human,false,MT1F,explicit,"Results, Immune cells in the lung and airways","a cluster expressing metallothioneins (Macro-alv-MT), including MT1G, MT1X and MT1F",pending,
Macro-alv-MT,,human,false,MT1G,explicit,"Results, Immune cells in the lung and airways","a cluster expressing metallothioneins (Macro-alv-MT), including MT1G, MT1X and MT1F",pending,
Macro-alv-MT,,human,false,MT1X,explicit,"Results, Immune cells in the lung and airways","a cluster expressing metallothioneins (Macro-alv-MT), including MT1G, MT1X and MT1F",pending,
Macro-intermediate,,human,false,CD14,explicit,"Results, Immune cells in the lung and airways",expressing monocyte (CD14) and macrophage markers,pending,
Macro-intravascular,,human,false,LYVE1,explicit,"Results, Immune cells in the lung and airways",including intravascular (expressing LYVE1 and MAF),pending,
Macro-intravascular,,human,false,MAF,explicit,"Results, Immune cells in the lung and airways",including intravascular (expressing LYVE1 and MAF),pending,
NAF,perineurial,human,false,SLC22A3,explicit,Extended Data Fig. 5i,HPA antibody staining of (i) perineurial NAF markers (SLC22A3 and SORBS1) within the nerve bundles in human bronchus.,pending,
NAF,perineurial,human,false,SLC2A1,explicit,Extended Data Fig. 5j,"RNAscope staining for myelinating (MLIP) and non-myelinating (SCN7A, SOX10) Schwann cell and perineurial (SLC2A1) NAF specific genes in bronchial nerves.",pending,
NAF,perineurial,human,false,SORBS1,explicit,Extended Data Fig. 5i,HPA antibody staining of (i) perineurial NAF markers (SLC22A3 and SORBS1) within the nerve bundles in human bronchus.,pending,
NAF,endoneurial,human,false,USP54,explicit,Extended Data Fig. 5h,HPA antibody staining of (h) endoneurial NAF marker (USP54),pending,
SMG duct cells,,human,false,ALDH1A3,explicit,"Results, Identification of duct cells in airway SMG","smFISH staining for ALDH1A3, MIA and RARRES1 validated localization at the SMG and distinguished these cells from other epithelial cells",pending,
SMG duct cells,,human,false,MIA,explicit,"Results, Identification of duct cells in airway SMG","smFISH staining for ALDH1A3, MIA and RARRES1 validated localization at the SMG and distinguished these cells from other epithelial cells",pending,
SMG duct cells,,human,false,RARRES1,explicit,"Results, Identification of duct cells in airway SMG","smFISH staining for ALDH1A3, MIA and RARRES1 validated localization at the SMG and distinguished these cells from other epithelial cells",pending,
SMG mucous cells,,human,false,MUC5B,explicit,Fig.4b legend,"smFISH staining of mucous (MUC5B), serous (LPO) and duct (ALDH1A3/RARRES1) cells in human bronchus.",pending,
SMG serous cells,,human,false,LPO,explicit,Fig.4b legend,"smFISH staining of mucous (MUC5B), serous (LPO) and duct (ALDH1A3/RARRES1) cells in human bronchus.",pending,
basal epithelia,,human,false,KRT14,explicit,Extended Data Fig. 7 legend (panel i),"smFISH staining for muscle (TAGLN), basal epithelia (KRT14), duct (ALDH1A3) and myoepithelium (FHOD3) in human bronchi sections.",pending,
chondrocytes,,human,false,ACAN,explicit,Results,"transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1; Extended Data Fig. 1d,e)",pending,
chondrocytes,,human,false,CHAD,explicit,Results,"transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1; Extended Data Fig. 1d,e)",pending,
chondrocytes,,human,false,COL9A3,explicit,Results,"transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1; Extended Data Fig. 1d,e)",pending,
chondrocytes,,human,false,CYTL1,explicit,Results,"transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1; Extended Data Fig. 1d,e)",pending,
chondrocytes,,human,false,HAPLN1,explicit,Results,"transcriptionally defined chondrocytes in human lungs (ACAN, CHAD, COL9A3, HAPLN1 and CYTL1; Extended Data Fig. 1d,e)",pending,
ciliated,,human,false,FOXJ1,explicit,Extended Data Fig. 7 legend (panel e),"smFISH staining of secretory goblet/club (SCGB1A1), ciliated (FOXJ1) and duct (ALDH1A3/RARRES1) in human bronchus section.",pending,
duct,,human,false,ALDH1A3,explicit,"Extended Data Fig. 7 legend (panel e, i)",smFISH staining of ... duct (ALDH1A3/RARRES1) in human bronchus section; smFISH staining for ... duct (ALDH1A3) ...,pending,
duct,,human,false,RARRES1,explicit,Extended Data Fig. 7 legend (panel e),smFISH staining of ... duct (ALDH1A3/RARRES1) in human bronchus section.,pending,
endoneurial nerve-associated fibroblasts,,human,false,OSR2,explicit,Results (Airway peripheral nerves),endoneurial nerve-associated fibroblasts (NAF) (SOX9 and OSR2),pending,
endoneurial nerve-associated fibroblasts,,human,false,SOX9,explicit,Results (Airway peripheral nerves),endoneurial nerve-associated fibroblasts (NAF) (SOX9 and OSR2),pending,
immune recruiting fibroblasts,,human,false,CCL19,explicit,Results (Fibroblasts),IR-fibro cells expressed the chemokines CCL19 and CCL21 and other marker genes of fibroblast reticular cells and follicular dendritic cells (fDC),pending,
immune recruiting fibroblasts,,human,false,CCL21,explicit,Results (Fibroblasts),IR-fibro cells expressed the chemokines CCL19 and CCL21 and other marker genes of fibroblast reticular cells and follicular dendritic cells (fDC),pending,
immune recruiting fibroblasts,,human,false,CXCL12,explicit,Fig. 2c,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,pending,
immune recruiting fibroblasts,,human,false,CXCL13,explicit,Fig. 2c,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,pending,
immune recruiting fibroblasts,,human,false,FDCSP,explicit,Fig. 2c,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,pending,
immune recruiting fibroblasts,,human,false,GREM1,explicit,Fig. 2c,Dot plot of IR-fibro marker genes that overlap with Fibroblast reticular cell and fDC markers.,pending,
muscle,,human,false,TAGLN,explicit,Extended Data Fig. 7 legend (panel i),"smFISH staining for muscle (TAGLN), basal epithelia (KRT14), duct (ALDH1A3) and myoepithelium (FHOD3) in human bronchi sections.",pending,
myelinating Schwann cell,,human,true,MLIP,explicit,Extended Data Fig. 5j,"RNAscope staining for myelinating (MLIP) and non-myelinating (SCN7A, SOX10) Schwann cell and perineurial (SLC2A1) NAF specific genes in bronchial nerves.",pending,
myelinating Schwann cells,,human,true,MBP,explicit,Results (Airway peripheral nerves),"myelinating Schwann cells (mSchwann) (NFASC, NCMAP, MBP and PRX)",pending,
myelinating Schwann cells,,human,true,NCMAP,explicit,Results (Airway peripheral nerves),"myelinating Schwann cells (mSchwann) (NFASC, NCMAP, MBP and PRX)",pending,
