cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
B cell,,human,false,FCRL5,explicit,Methods - De novo cell type annotation of the cell-segmented MERFISH data,the typical B cell marker FCRL5,pending,
MBC,,human,false,EPCAM,explicit,Fig.2g,"established epithelial BC marker genes: EPCAM, KRT8, KRT18, KRT19 and TRPS1",pending,
MBC,,human,false,ERBB2,explicit,Fig.2g,"disease-relevant BC biomarkers, including ESR1, PGR and ERBB2",pending,
MBC,,human,false,ESR1,explicit,Fig.2g,"disease-relevant BC biomarkers, including ESR1, PGR and ERBB2",pending,
MBC,,human,false,KRT18,explicit,Fig.2g,"established epithelial BC marker genes: EPCAM, KRT8, KRT18, KRT19 and TRPS1",pending,
MBC,,human,false,KRT19,explicit,Fig.2g,"established epithelial BC marker genes: EPCAM, KRT8, KRT18, KRT19 and TRPS1",pending,
MBC,,human,false,KRT8,explicit,Fig.2g,"established epithelial BC marker genes: EPCAM, KRT8, KRT18, KRT19 and TRPS1",pending,
MBC,,human,false,PGR,explicit,Fig.2g,"disease-relevant BC biomarkers, including ESR1, PGR and ERBB2",pending,
MBC,,human,false,TRPS1,explicit,Fig.2g,"established epithelial BC marker genes: EPCAM, KRT8, KRT18, KRT19 and TRPS1",pending,
Macrophage,,human,false,CD163,explicit,Results: Spatial profiling of tumor-associated macrophages,"CD163, a key macrophage marker",pending,
Macrophage,,human,false,CD68,explicit,Results: Spatial profiling of tumor-associated macrophages,although CD68+ leukocyte density alone was not found to be a prognostic biomarker in primary treatment-naive BC,pending,
regulatory B cell,,human,false,FCRL5,explicit,Methods - De novo cell type annotation of the cell-segmented MERFISH data,a small population of potentially regulatory B cells expressing FOXP3 in addition to the typical B cell marker FCRL5,pending,
regulatory B cell,,human,false,FOXP3,explicit,Methods - De novo cell type annotation of the cell-segmented MERFISH data,a small population of potentially regulatory B cells expressing FOXP3 in addition to the typical B cell marker FCRL5,pending,
Macrophage,,human,false,HLA-DRA,implied,Fig.5a,UMAPs of macrophages colored by log-normalized expression of HLA-DRA,pending,
