cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Adrenal cortex cells,,human,false,CYP11A1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CYP11A1 is a marker for Adrenal cortex cells.,pending,
Adrenal cortex cells,,human,false,CYP11B1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CYP11B1 is a marker for Adrenal cortex cells.,pending,
B cells,,human,false,MS4A1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; MS4A1 is a marker for B cells.,pending,
B cells,,human,false,PAX5,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PAX5 is a marker for B cells.,pending,
Dendritic cells,,human,false,FLT3,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; FLT3 is a marker for Dendritic cells.,pending,
Dendritic cells,,human,false,IRF8,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; IRF8 is a marker for Dendritic cells.,pending,
Endothelial cells,,human,false,PECAM1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PECAM1 is a marker for Endothelial cells.,pending,
Endothelial cells,,human,false,PTPRB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PTPRB is a marker for Endothelial cells.,pending,
Fibroblasts,,human,false,DCN,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; DCN is a marker for Fibroblasts.,pending,
Fibroblasts,,human,false,PDGFRB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PDGFRB is a marker for Fibroblasts.,pending,
Hepatocytes,,human,false,ALB,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; ALB is a marker for Hepatocytes.,pending,
Kidney cells,,human,false,DCDC2,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; DCDC2 is a marker for Kidney cells.,pending,
Kidney cells,,human,false,PKHD1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PKHD1 is a marker for Kidney cells.,pending,
Macrophage,C1QC+SPP1+,human,false,C1QC,explicit,Results p.7 (Fig. 4b),an immunosuppressive state (C1QC and SPP1),pending,
Macrophage,CCL4+,human,false,CCL4,explicit,Results p.7 (Fig. 4b),two pro-angiogenic states (CCL4 and VCAN),pending,
Macrophage,F13A1+,human,false,F13A1,explicit,Results p.7 (Fig. 4b),a tissue-resident state with the highest expression of a phagocytosis gene (F13A1),pending,
Macrophage,HS3ST2+,human,false,HS3ST2,explicit,Results p.7 (Fig. 4b),a lipid-associated state (HS3ST2),pending,
Macrophage,IL18+,human,false,IL18,explicit,Results p.7 (Fig. 4b),a pro-inflammatory state (IL18),pending,
Macrophage,Proliferating,human,false,MKI67,explicit,Results p.7 (Fig. 4b),identified a proliferating state (MKI67 and TOP2A),pending,
Macrophage,C1QC+SPP1+,human,false,SPP1,explicit,Results p.7 (Fig. 4b),an immunosuppressive state (C1QC and SPP1),pending,
Macrophage,THY1+,human,false,THY1,explicit,Results p.7 (Fig. 4b),an undefined state expressing THY1,pending,
Macrophage,Proliferating,human,false,TOP2A,explicit,Results p.7 (Fig. 4b),identified a proliferating state (MKI67 and TOP2A),pending,
Macrophage,VCAN+,human,false,VCAN,explicit,Results p.7 (Fig. 4b),two pro-angiogenic states (CCL4 and VCAN),pending,
Macrophages,,human,false,CD163,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD163 is a marker for Macrophages.,pending,
Macrophages,,human,false,CD86,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD86 is a marker for Macrophages.,pending,
Neuroblasts,,human,NA,ISL1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; ISL1 is a marker for Neuroblasts.,pending,
Neuroblasts,,human,NA,PHOX2B,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PHOX2B is a marker for Neuroblasts.,pending,
Schwann cells,,human,true,CDH19,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CDH19 is a marker for Schwann cells.,pending,
Schwann cells,,human,true,PLP1,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; PLP1 is a marker for Schwann cells.,pending,
T cells,,human,false,CD247,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD247 is a marker for T cells.,pending,
T cells,,human,false,CD96,explicit,Fig. 1d,Dotplot showing marker genes for each annotated cell type; CD96 is a marker for T cells.,pending,
macrophage,immunosuppressive,human,false,A2M,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,CD163+CD206hi,human,false,CD163,explicit,Extended Data Fig.10h,"Distance from each neuroblast cell to the nearest CD163+CD206hi macrophage across samples, stratified by neuroblast population.",pending,
macrophage,CD163+CD206hi,human,false,CD206,explicit,Extended Data Fig.10h,"Distance from each neuroblast cell to the nearest CD163+CD206hi macrophage across samples, stratified by neuroblast population.",pending,
macrophage,proinflammatory,human,false,CD80,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,immunosuppressive,human,false,CD84,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,angiogenic,human,false,CXCR4,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,immunosuppressive,human,false,HLA-E,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,proinflammatory,human,false,IL18,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,phagocytic,human,false,MERTK,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,phagocytic,human,false,MRC1,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,immunosuppressive,human,false,SPP1,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,THY1+,human,false,THY1,explicit,Extended Data Fig.8d,Proportions of THY1+ and proliferating macrophages in diagnosis and post-therapy samples. Significance was assessed using a one-sided Wilcoxon signed-rank test (n = 22 pairs).,pending,
macrophage,angiogenic,human,false,VAV2,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,angiogenic,human,false,VCAN,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophage,angiogenic,human,false,VEGFA,explicit,Extended Data Fig.8c,"Representative signature genes for immunosuppressive (A2M, CD84, HLA-E, SPP1), angiogenic (VCAN, VEGFA, VAV2, CXCR4), phagocytic (MERTK, MRC1) and proinflammatory (IL18, CD80) macrophages.",pending,
macrophages,,human,false,CD68,explicit,Fig. 7 legend,"UMAP plots showing cells from monoculture and co-culture with THP-1 macrophages, colored by the normalized expression levels of PHOX2B and CD68 for the CHLA15 cell line.",pending,
neoplastic cell,ADRN-baseline,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states",pending,
neoplastic cell,ADRN-proliferating,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states",pending,
neoplastic cell,ADRN-calcium,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states",pending,
neoplastic cell,ADRN-dopaminergic,human,NA,PHOX2B,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states",pending,
neoplastic cell,MES,human,NA,YAP1,explicit,Results p.5 (Extended Data Fig. 6c-g),"confirmed that canonical MES and ADRN marker genes, including YAP1 and PHOX2B, were more accessible in their respective states",pending,
neoplastic cells,,human,true,PHOX2B,explicit,Fig. 7 legend,"UMAP plots showing cells from monoculture and co-culture with THP-1 macrophages, colored by the normalized expression levels of PHOX2B and CD68 for the CHLA15 cell line.",pending,
neuroblast,ADRN-like-2,human,NA,ERBB4,explicit,Extended Data Fig.10g,"Comparison of the density of TGFA protein quantified by CODEX between neighbors of ADRN-like-2 (ERBB4hi) neuroblasts and the neighbors of other neuroblasts (top), and between diagnosis and post-therapy samples (bottom).",pending,
neoplastic cell,MES,human,NA,APOE,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci.",pending,
neoplastic cell,ADRN-Dopaminergic,human,NA,DBH,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci.",pending,
neoplastic cell,MES,human,NA,ELF1,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state",pending,
neoplastic cell,MES,human,NA,ETS2,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state",pending,
neoplastic cell,MES,human,NA,ETV6,implied,Results p.5 (Extended Data Fig. 7b),"known MES state transcription factor motifs (ETS2, ETV6, ELF1, KLF7 and RUNX1) were most accessible in the MES state",pending,
neoplastic cell,ADRN-proliferating,human,NA,EZH2,implied,"Results p.5 (Fig. 3c, Extended Data Fig. 7d)","expression of many state-specific genes (for example, EZH2, TOP2A and MKI67) was unchanged or increased",pending,
neoplastic cell,ADRN-baseline,human,NA,GATA3,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states.",pending,
neoplastic cell,ADRN-proliferating,human,NA,GATA3,implied,Results p.5 (Extended Data Fig. 7b),"Canonical adrenergic transcription factor motifs (PHOX2A, PHOX2B and GATA3) were differentially accessible specifically in the ADRN-proliferating and ADRN-baseline states.",pending,
neoplastic cell,ADRN-Calcium,human,NA,KCNQ3,implied,Extended Data Fig.6g,"Coverage plots for differentially expressed genes and associated chromatin peaks in each neoplastic cell state: SMC4 (ADRN-Proliferating), APOE (MES), ZIC2 (ADRN-Baseline), KCNQ3 (ADRN-Calcium), DBH (ADRN-Dopaminergic), RPL32 (Interm-OxPhos) loci.",pending,
