cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
CD81-high like cell,,human,false,CD81,explicit,"STAR Methods, Transcriptome similarity-based mapping between datasets","We combined CD81-high, GDF10+ and PITX1+ SMC into one cell type (CD81-high like) in PCW 7 considering these three cell types co-clustered in the individual analysis of this sample.",pending,
CXCL14+ mesenchyme,,human,false,CXCL14,explicit,Results (Fig. 4F/G),"CXCL14+ mesenchyme (c4, CXCL14+/NSG1+)",pending,
CXCL14+ mesenchyme,,human,false,NSG1,explicit,Results (Fig. 4F/G),"CXCL14+ mesenchyme (c4, CXCL14+/NSG1+)",pending,
GDF10+ mesenchyme,,human,false,GDF10,explicit,Results (Fig. 3A),"GDF10+ (c8, GDF10+/WNT2B+) cells",pending,
GDF10+ mesenchyme,,human,false,WNT2B,explicit,Results (Fig. 3A),"GDF10+ (c8, GDF10+/WNT2B+) cells",pending,
M cells,,human,false,CA7,explicit,Results (Fig. 4G),"M cells (c10, SPIB+/CA7+)",pending,
M cells,,human,false,SPIB,explicit,Results (Fig. 4G),"M cells (c10, SPIB+/CA7+)",pending,
MUC16+ epithelial cells,,human,false,MUC16,explicit,Results (Fig. 7D),"multiple epithelial cell populations abundant in CDX2 KO organoids, such as MUC5AC+ (c7), MUC16+ (c11), and SPP1+ (c10) cells",pending,
MUC5AC+ epithelial cells,,human,false,MUC5AC,explicit,Results (Fig. 7D),"multiple epithelial cell populations abundant in CDX2 KO organoids, such as MUC5AC+ (c7), MUC16+ (c11), and SPP1+ (c10) cells",pending,
PITX1+ SMC,,human,false,PITX1,explicit,"STAR Methods, Transcriptome similarity-based mapping between datasets","We combined CD81-high, GDF10+ and PITX1+ SMC into one cell type (CD81-high like) in PCW 7 considering these three cell types co-clustered in the individual analysis of this sample.",pending,
PITX1+ smooth muscle cells,,human,false,PITX1,explicit,Results (Fig. S4C/D),"PITX1+ smooth muscle cell (SMC, c7)",pending,
SERPINF1-high cells,,human,false,ABCA8,explicit,Results (Fig. 3A),"SERPINF1-high (c20, SERPINF1+/ABCA8+) cells",pending,
SERPINF1-high cells,,human,false,PRRX1,explicit,Results (Fig. 3B/C),the TF PRRX1 marks chondrocyte-like SERPINF1-high cells and pericytes in the lung,pending,
SERPINF1-high cells,,human,false,SERPINF1,explicit,Results (Fig. 3A),"SERPINF1-high (c20, SERPINF1+/ABCA8+) cells",pending,
SFRP1-high mesenchyme,,human,false,SFRP1,explicit,Results (Fig. S4A),"At 7 PCWs, we observed two groups of precursors that showed different expression levels of SFRP1; SFRP1-high cell types (c3, c4, and c5)",pending,
SFRP2+ mesenchyme,,human,false,PRRX1,explicit,Results (Fig. 4F/G),"SFRP2+ mesenchyme (c2, SFRP2+/PRRX1+)",pending,
SFRP2+ mesenchyme,,human,false,SFRP2,explicit,Results (Fig. 4F/G),"SFRP2+ mesenchyme (c2, SFRP2+/PRRX1+)",pending,
SPP1+ epithelial cells,,human,false,SPP1,explicit,Results (Fig. 7D),"multiple epithelial cell populations abundant in CDX2 KO organoids, such as MUC5AC+ (c7), MUC16+ (c11), and SPP1+ (c10) cells",pending,
chondrocyte-like cells,,human,false,COL9A3,explicit,Results (Fig. 3A),"chondrocyte-like cells (c21, SOX9+/COL9A3+)",pending,
chondrocyte-like cells,,human,false,SOX9,explicit,Results (Fig. 3A),"chondrocyte-like cells (c21, SOX9+/COL9A3+)",pending,
definitive endoderm,,human,false,EOMES,explicit,Results (Fig. S3A-D),"expressed definitive endoderm (EOMES, SOX17, and FOXA2)",pending,
definitive endoderm,,human,false,FOXA2,explicit,Results (Fig. S3A-D),"expressed definitive endoderm (EOMES, SOX17, and FOXA2)",pending,
definitive endoderm,,human,false,SOX17,explicit,Results (Fig. S3A-D),"expressed definitive endoderm (EOMES, SOX17, and FOXA2)",pending,
enterocyte,,human,false,APOA4,explicit,"STAR Methods, Identification of stem cell clusters, stemness genes shared by multiple organs, and functional enrichment analysis",We excluded an enterocyte cluster which is APOA4+.,pending,
enterocyte precursors,,human,false,FABP2,explicit,Results (Fig. 4G),"enterocyte precursors (c7, FABP2+/APOA4 low)",pending,
enterocytes,,human,false,APOA4,explicit,Results (Fig. 4G),"enterocytes (c8, FABP2+/APOA4+)",pending,
enterocytes,,human,false,FABP2,explicit,Results (Fig. 4G),"enterocytes (c8, FABP2+/APOA4+)",pending,
enterocytes,,human,false,LCT,explicit,Fig. 4D,"epithelial lineage markers (FABP2, CHGA, and LCT)",pending,
enterocytes,,human,false,SI,explicit,Fig. 4D,brush border (SI),pending,
enteroendocrine cells,,human,false,CHGA,explicit,Results (Fig. 4G),"enteroendocrine cells (c9, CHGA+/ISL1+)",pending,
enteroendocrine cells,,human,false,ISL1,explicit,Results (Fig. 4G),"enteroendocrine cells (c9, CHGA+/ISL1+)",pending,
esophagus mesenchyme,,human,false,MOXD1,explicit,Results (Fig. 6G),"a NKX2-3-depleted cluster marked by MOXD1 (c8), an esophagus mesenchymal marker",pending,
foregut-associated PRRX1+ mesenchyme,,human,false,PRRX1,explicit,Results (Fig. S4F/G),foregut-associated PRRX1+ mesenchyme,pending,
gastrointestinal epithelium,,human,false,CDH1,explicit,Fig. S3C,"Feature plots of definitive endoderm (FOXA2 and SOX17), primitive streak (MIXL1), the gastrointestinal epithelium (CDH1 and GPX2), and mesoderm or mesenchyme (BMP4, FOXF1 and PDGFRA) markers in HIO time course and MG data.",pending,
gastrointestinal epithelium,,human,false,GPX2,explicit,Fig. S3C,"Feature plots of definitive endoderm (FOXA2 and SOX17), primitive streak (MIXL1), the gastrointestinal epithelium (CDH1 and GPX2), and mesoderm or mesenchyme (BMP4, FOXF1 and PDGFRA) markers in HIO time course and MG data.",pending,
goblet cells,,human,false,MUC2,explicit,Results (Fig. 4G),"goblet cells (c11, MUC2+/SPINK4+)",pending,
goblet cells,,human,false,SPINK4,explicit,Results (Fig. 4G),"goblet cells (c11, MUC2+/SPINK4+)",pending,
interstitial cells of Cajal,,human,false,ANO1,explicit,Results (Fig. 3A),"interstitial cells of Cajal (ICCs; c4, ANO1+/KIT+)",pending,
interstitial cells of Cajal,,human,false,KIT,explicit,Results (Fig. 3A),"interstitial cells of Cajal (ICCs; c4, ANO1+/KIT+)",pending,
intestinal differentiated mesenchymal cell,,human,false,NKX2-3,explicit,"STAR Methods, Transcriptome similarity-based mapping between datasets",We defined two NKX2-3+/MKI67- clusters that are enriched for 4-week cells as intestinal differentiated mesenchymal cell clusters.,pending,
intestinal epithelial cells,,human,false,CDH1,explicit,Results (Fig. S3A-D),"HIO epithelial developmental trajectory (c0, c2, c6, c7, c11, c12, and c14) marked by co-expression of CDX2 and CDH1",pending,
intestinal epithelial cells,,human,false,CDX1,explicit,Results (Fig. 6E),HIOs grown with high concentrations of EGF had the highest proportion of intestinal epithelial cell types (CDX2+/CDX1+),pending,
intestinal epithelial cells,,human,false,CDX2,explicit,Results (Fig. S3A-D),"HIO epithelial developmental trajectory (c0, c2, c6, c7, c11, c12, and c14) marked by co-expression of CDX2 and CDH1; also CDX2+/CDX1+ intestinal epithelial cell types",pending,
intestinal mesenchyme,,human,false,NKX2-3,explicit,Results (Fig. 3C),"We validated the TF NKX2-3 and secreted factor WNT2 as general markers that distinguish intestine and lung mesenchyme, respectively.",pending,
