cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
ACM,,mouse,false,Myl7,explicit,"Results (Figure 2, Table S2)","Three major cardiomyocyte subtypes, atrial (ACM: Myl7), ventricular (VCM: Myl2, Myl3, Myh7) and trabecular (TCM: Nppa, Gtsf1) were identified.",pending,
B-cells,,mouse,false,Cd79a,explicit,"Results (Figure 2, Table S2)","Other myeloid and lymphoid cell types were seen at later developmental stages representing B-cells (BCELL: Cd79a, Ighm, Ly6d), T-cells (TCELL: Trbc2, Ms4a4b, Cd3d) and Mast cells (MAST: Cpa3, Hdc, Il1rl1).",pending,
B-cells,,mouse,false,Ighm,explicit,"Results (Figure 2, Table S2)","Other myeloid and lymphoid cell types were seen at later developmental stages representing B-cells (BCELL: Cd79a, Ighm, Ly6d), T-cells (TCELL: Trbc2, Ms4a4b, Cd3d) and Mast cells (MAST: Cpa3, Hdc, Il1rl1).",pending,
B-cells,,mouse,false,Ly6d,explicit,"Results (Figure 2, Table S2)","Other myeloid and lymphoid cell types were seen at later developmental stages representing B-cells (BCELL: Cd79a, Ighm, Ly6d), T-cells (TCELL: Trbc2, Ms4a4b, Cd3d) and Mast cells (MAST: Cpa3, Hdc, Il1rl1).",pending,
CFIB,,mouse,false,Dpt,explicit,"Results (Figure 2, Table S2)","These cells were comprised of cardiac fibroblasts (CFIB: Dpt, Tcf21, Lsp1, Spon2), vascular smooth muscle cells (VSM: Tagln, Acta2, Rgs5), pericytes (PERI: Kcnj8, Abcc9, Higd1b) and valvular interstitial cells (VIC: Vcan, Col9a1, Prss35, Adamts19, Cthrc1).",pending,
CFIB,,mouse,false,Lsp1,explicit,"Results (Figure 2, Table S2)","These cells were comprised of cardiac fibroblasts (CFIB: Dpt, Tcf21, Lsp1, Spon2), vascular smooth muscle cells (VSM: Tagln, Acta2, Rgs5), pericytes (PERI: Kcnj8, Abcc9, Higd1b) and valvular interstitial cells (VIC: Vcan, Col9a1, Prss35, Adamts19, Cthrc1).",pending,
CFIB,,mouse,false,Spon2,explicit,"Results (Figure 2, Table S2)","These cells were comprised of cardiac fibroblasts (CFIB: Dpt, Tcf21, Lsp1, Spon2), vascular smooth muscle cells (VSM: Tagln, Acta2, Rgs5), pericytes (PERI: Kcnj8, Abcc9, Higd1b) and valvular interstitial cells (VIC: Vcan, Col9a1, Prss35, Adamts19, Cthrc1).",pending,
CFIB,,mouse,false,Tcf21,explicit,"Results (Figure 2, Table S2)","These cells were comprised of cardiac fibroblasts (CFIB: Dpt, Tcf21, Lsp1, Spon2), vascular smooth muscle cells (VSM: Tagln, Acta2, Rgs5), pericytes (PERI: Kcnj8, Abcc9, Higd1b) and valvular interstitial cells (VIC: Vcan, Col9a1, Prss35, Adamts19, Cthrc1).",pending,
EC,ARTE,mouse,false,Bmx,explicit,"Results (Figure 2, Table S2)","An additional endothelial cluster was classified as arterial (ARTE) based on strong expression of Gkn3 in addition to Gja4, Fbln5, Bmx, and Eln.",pending,
EC,VASCE,mouse,false,Cav1,explicit,"Results (Figure 2, Table S2)","ECs were generally identifiable by canonical markers VE-Cadherin (Cdh5) and CD31 (Pecam1), and further subdivided into vascular (VASCE: Fabp4, Cav1), endocardial (ENDO: Npr3, Mmrn2, Emcn), lymphatic (LYMPHE: Ccl21a, Mmrn1) and valvular endothelial cells (VECs: Hapln1, Cldn11, Lsamp, Cd24a).",pending,
EC,LYMPHE,mouse,false,Ccl21a,explicit,"Results (Figure 2, Table S2)","ECs were generally identifiable by canonical markers VE-Cadherin (Cdh5) and CD31 (Pecam1), and further subdivided into vascular (VASCE: Fabp4, Cav1), endocardial (ENDO: Npr3, Mmrn2, Emcn), lymphatic (LYMPHE: Ccl21a, Mmrn1) and valvular endothelial cells (VECs: Hapln1, Cldn11, Lsamp, Cd24a).",pending,
EC,VEC,mouse,false,Cd24a,explicit,"Results (Figure 2, Table S2)","ECs were generally identifiable by canonical markers VE-Cadherin (Cdh5) and CD31 (Pecam1), and further subdivided into vascular (VASCE: Fabp4, Cav1), endocardial (ENDO: Npr3, Mmrn2, Emcn), lymphatic (LYMPHE: Ccl21a, Mmrn1) and valvular endothelial cells (VECs: Hapln1, Cldn11, Lsamp, Cd24a).",pending,
