cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Schwann,,mouse,true,Cryab,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
Schwann,,mouse,true,Plp1,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
Schwann,,mouse,true,Sox10,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
acinar,,mouse,false,Cpa1,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
acinar,,mouse,false,Prss2,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
ductal,,mouse,false,Krt19,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
ductal,,mouse,false,Muc1,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
ductal,,mouse,false,Sox9,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
endocrine progenitor/precursor,,mouse,false,Fev,explicit,Extended Data Fig. 3e,Expression of embryonic Fev+ EP markers from Bastidas-Ponce et al. (2019) across endocrine cell groups.,pending,
endothelial,,mouse,false,Pecam1,explicit,Methods: Dataset-wise cell annotation,"The marker list is acinar: Cpa1, Prss2; α: Gcg ; β: Ins1, Ins2; δ: Sst; ductal: Krt19 , Muc1, Sox9; endothelial: Pecam1, Plvap; ε: Ghrl; γ: Ppy; immune: Cd52, Lyz2 , Ptprc; stellate-activated: Col1a2, Bicc1, Pdgfra; stellate-quiescent: Ndufa4l2, Acta2, Cspg4, Rgs5; and Schwann: Cryab, Plp1, Sox10.",pending,
