cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Endothelial Mmrn1+,,mouse,false,Mmrn1,explicit,Fig.1a,Cell type named 'Endothelial Mmrn1+' in UMAP legend,pending,
Endothelial subtype,,mouse,false,Mmrn1,explicit,"Supplementary Data 2, Fig. 1b, Supplementary Fig. S1a","By differential expression analysis, we identified Mmrn1 and Tenm2 as transcriptional markers for these two populations; Mmrn1-expressing nuclei localized near larger blood vessels; As Mmrn1+ nuclei also express Pecam1, we concluded that they represent a subtype of endothelial cells.",pending,
Endothelial subtype,,mouse,false,Pecam1,explicit,Fig. 1b,"As Mmrn1+ nuclei also express Pecam1 (Fig. 1b), we concluded that they represent a subtype of endothelial cells.",pending,
MTJ myonuclei,,mouse,false,Col22a1,explicit,Discussion,"Similarly, Col22a1 is selectively expressed in MTJ nuclei, and the protein is well-known to be a specific marker for MTJs.",pending,
Myonuclei,Type IIX myonuclei,mouse,false,Myh1,explicit,"Fig. 1b, c","Within the myonuclei population type IIB, IIX and IIA myonuclei were distinguishable based on the expression of Myh4, Myh1 and Myh2, respectively",pending,
Myonuclei,Type IIA myonuclei,mouse,false,Myh2,explicit,"Fig. 1b, c","Within the myonuclei population type IIB, IIX and IIA myonuclei were distinguishable based on the expression of Myh4, Myh1 and Myh2, respectively",pending,
Myonuclei,Type IIB myonuclei,mouse,false,Myh4,explicit,"Fig. 1b, c","Within the myonuclei population type IIB, IIX and IIA myonuclei were distinguishable based on the expression of Myh4, Myh1 and Myh2, respectively",pending,
Myonuclei,,mouse,false,Neb,explicit,"Fig. 1c, Supplementary Fig. S1b",Myonuclei were identified based on the expression of Ttn and Neb,pending,
Myonuclei,,mouse,false,Ttn,explicit,"Fig. 1c, Supplementary Fig. S1b",Myonuclei were identified based on the expression of Ttn and Neb,pending,
NMJ myonuclei,,mouse,false,Ache,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
NMJ myonuclei,,mouse,false,Colq,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
NMJ myonuclei,,mouse,false,Etv5,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
NMJ myonuclei,,mouse,false,Lrp4,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
NMJ myonuclei,,mouse,false,Musk,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
NMJ myonuclei,,mouse,false,Ncam1,explicit,Discussion,"These included the well-characterized NMJ-associated genes Musk, Lrp4, Ache, Colq, Ncam1, Etv5, and the different Chrn subunits, which validated our approach.",pending,
Peri- and endoneurial cell type,,mouse,NA,Tenm2,explicit,"Supplementary Data 2, Supplementary Fig. S1a","By differential expression analysis, we identified Mmrn1 and Tenm2 as transcriptional markers for these two populations; Tenm2-expressing nuclei were located close to motor neuron axons; Tenm2+ nuclei were also identified in a single-cell sciatic nerve atlas, suggesting that they represent a peri- and endoneurial cell type.",pending,
MTJ myonuclei,,mouse,false,Col4a1,implied,Discussion,"For example, transcripts for laminin-α2 (Lama2) and collagen IV (Col4a1 and Col4a2) were enriched in both nuclei populations.",pending,
MTJ myonuclei,,mouse,false,Col4a2,implied,Discussion,"For example, transcripts for laminin-α2 (Lama2) and collagen IV (Col4a1 and Col4a2) were enriched in both nuclei populations.",pending,
MTJ myonuclei,,mouse,false,Lama2,implied,Discussion,"For example, transcripts for laminin-α2 (Lama2) and collagen IV (Col4a1 and Col4a2) were enriched in both nuclei populations.",pending,
