cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
EC,EC_PKHD1L1+,human,false,PKHD1L1,explicit,Extended Data Fig. 2c,PKHD1L1+ EC frequency in LV for patients and control groups... highlighting endocardial EC (EC7) or lymphatic EC (EC8) cell states within the EC_PKHD1L1+ cell population,pending,
EC_PKHD1L1+,,human,false,PKHD1L1,explicit,"Results, 'Myocarditis-associated changes in cardiac tissue composition'",PKHD1L1-expressing ECs (EC_PKHD1L1+) comprising mostly endocardial cells and few lymphatic ECs,pending,
Endothelial cell,EC10,human,false,ANGPT2,explicit,Results p.7,"EC10 showed enriched expression of pro-angiogenic stem cell receptor KIT, SMAD1 and tip cell marker genes (including ANGPT2, PGF and PDGFB)",pending,
Endothelial cell,EC10,human,false,KIT,explicit,Results p.7,"EC10 showed enriched expression of pro-angiogenic stem cell receptor KIT, SMAD1 and tip cell marker genes (including ANGPT2, PGF and PDGFB)",pending,
Endothelial cell,EC10,human,false,PDGFB,explicit,Results p.7,"EC10 showed enriched expression of pro-angiogenic stem cell receptor KIT, SMAD1 and tip cell marker genes (including ANGPT2, PGF and PDGFB)",pending,
Endothelial cell,EC10,human,false,PGF,explicit,Results p.7,"EC10 showed enriched expression of pro-angiogenic stem cell receptor KIT, SMAD1 and tip cell marker genes (including ANGPT2, PGF and PDGFB)",pending,
Endothelial cell,EC10,human,false,SMAD1,explicit,Results p.7,"EC10 showed enriched expression of pro-angiogenic stem cell receptor KIT, SMAD1 and tip cell marker genes (including ANGPT2, PGF and PDGFB)",pending,
Monocyte,MO_CD16+,human,false,CX3CR1,explicit,Results p.5,CX3CR1 expression (circulating monocyte marker) (Extended Data Fig. 4c),pending,
Monocyte,MO_VCAN+,human,false,CX3CR1,explicit,Results p.5,CX3CR1 expression (circulating monocyte marker) (Extended Data Fig. 4c),pending,
Myeloid cell,Lyve1loMHCIIhi MP,human,false,Lyve1,explicit,Extended Data Fig. 4e,Dot plots showing differential expression of genes identified to be upregulated in Lyve1loMHCIIhi MP in patient groups relative to control,pending,
Myeloid cells,Non-classical CD16+ monocytes,human,false,CD16,explicit,"Fig.2a,b",Characterization of myeloid cells identified ... non-classical CD16+ monocytes ...,pending,
Myeloid cells,DCN-expressing proliferative macrophage,human,false,DCN,explicit,"Fig.2a,b",Characterization of myeloid cells identified ... one decorin (DCN)-expressing proliferative macrophage state ...,pending,
Myeloid cells,VCAN+ monocytes,human,false,VCAN,explicit,"Fig.2a,b",Characterization of myeloid cells identified ... VCAN+ and non-classical CD16+ monocytes ...,pending,
T cells,CD8T_act_effector (CD16+CD8+),human,false,CD16,explicit,Discussion,we identified significantly enriched highly activated CD16+CD8+ T cells (CD8T_act_effector),pending,
T cells,,human,false,CD3,explicit,Discussion,Non-COVID-19 patients were specifically selected based on prior confirmed lymphocytic infiltrations using immunohistochemical detection of CD3+ T cells.,pending,
T cells,CD4+,human,false,CD4,explicit,Discussion,The analysis of snRNA-seq-identified lymphocytes showed increased CD4+ to CD8+ T cell ratios,pending,
T cells,CD8+,human,false,CD8,explicit,Discussion,The analysis of snRNA-seq-identified lymphocytes showed increased CD4+ to CD8+ T cell ratios,pending,
T cells,CD8T_act_effector (CD16+CD8+),human,false,CD8,explicit,Discussion,we identified significantly enriched highly activated CD16+CD8+ T cells (CD8T_act_effector),pending,
macrophages,,human,false,CD68,explicit,Discussion,Previous studies showed high amounts of CD68+ macrophages in cardiac tissue of patients who died or developed myocarditis after SARS-CoV-2 infection or vaccination,pending,
tissue repair macrophages,Lyve1hiMHCIIlo,human,false,Lyve1,explicit,Discussion,"we noted a loss of tissue repair macrophages, such as Lyve1hiMHCIIlo macrophages, which are critical for repair processes.",pending,
tissue repair macrophages,Lyve1hiMHCIIlo,human,false,MHCII,explicit,Discussion,"we noted a loss of tissue repair macrophages, such as Lyve1hiMHCIIlo macrophages, which are critical for repair processes.",pending,
Cardiomyocyte,vCM6,human,false,CACNA1C,implied,Results p.6,"one additional CM state (vCM6) that showed enrichment of genes related to regulation of heart rate by cardiac conduction (including, for example, CAMK2D, KCND3, CACNA2D1, CTNNA3 and CACNA1C)",pending,
Cardiomyocyte,vCM6,human,false,CACNA2D1,implied,Results p.6,"one additional CM state (vCM6) that showed enrichment of genes related to regulation of heart rate by cardiac conduction (including, for example, CAMK2D, KCND3, CACNA2D1, CTNNA3 and CACNA1C)",pending,
Cardiomyocyte,vCM6,human,false,CAMK2D,implied,Results p.6,"one additional CM state (vCM6) that showed enrichment of genes related to regulation of heart rate by cardiac conduction (including, for example, CAMK2D, KCND3, CACNA2D1, CTNNA3 and CACNA1C)",pending,
Cardiomyocyte,vCM6,human,false,CTNNA3,implied,Results p.6,"one additional CM state (vCM6) that showed enrichment of genes related to regulation of heart rate by cardiac conduction (including, for example, CAMK2D, KCND3, CACNA2D1, CTNNA3 and CACNA1C)",pending,
Cardiomyocyte,vCM6,human,false,KCND3,implied,Results p.6,"one additional CM state (vCM6) that showed enrichment of genes related to regulation of heart rate by cardiac conduction (including, for example, CAMK2D, KCND3, CACNA2D1, CTNNA3 and CACNA1C)",pending,
Macrophage,MP_prolif_DCN+,human,false,DCN,implied,Fig.2a,MP_prolif_DCN+ is a myeloid cell state named for DCN expression; the paper states 'DCN-expressing proliferative macrophages were enriched only in patients with MIS-C'.,pending,
Macrophage,MP_FOLR2,human,false,FOLR2,implied,Fig.2a,MP_FOLR2 is a myeloid cell state named for FOLR2 expression; the paper states 'MP_FOLR2 were decreased'.,pending,
Macrophage,LYVE1lo MHC-IIhi,human,false,HLA-DPA1,implied,Fig.2f,"Dot plots showing differential expression of selected MHC-II genes; the state is named LYVE1lo MHC-IIhi, indicating high expression of MHC-II genes.",pending,
Macrophage,LYVE1lo MHC-IIhi,human,false,HLA-DQA1,implied,Fig.2f,"Dot plots showing differential expression of selected MHC-II genes; the state is named LYVE1lo MHC-IIhi, indicating high expression of MHC-II genes.",pending,
Macrophage,LYVE1lo MHC-IIhi,human,false,HLA-DRA,implied,Fig.2f,"Dot plots showing differential expression of selected MHC-II genes; the state is named LYVE1lo MHC-IIhi, indicating high expression of MHC-II genes.",pending,
Macrophage,LYVE1lo MHC-IIhi,human,false,HLA-DRB1,implied,Fig.2f,"Dot plots showing differential expression of selected MHC-II genes; the state is named LYVE1lo MHC-IIhi, indicating high expression of MHC-II genes.",pending,
Macrophage,LYVE1lo MHC-IIhi,human,false,HLA-DRB5,implied,Fig.2f,"Dot plots showing differential expression of selected MHC-II genes; the state is named LYVE1lo MHC-IIhi, indicating high expression of MHC-II genes.",pending,
Macrophage,LYVE1hi MHC-IIlo,human,false,LYVE1,implied,Fig.2a,UMAP embedding delineated 16 myeloid cell states; LYVE1hi MHC-IIlo is a state named for high LYVE1 and low MHC-II expression.,pending,
Macrophage,LYVE1hi MHC-IIinterm,human,false,LYVE1,implied,Fig.2b,LYVE1hi MHC-IIinterm is one of the myeloid cell states shown in the proportion change plot.,pending,
Macrophage,MP_OSM,human,false,OSM,implied,Fig.2a,MP_OSM is a myeloid cell state named for OSM expression; the paper mentions 'FB-interacting MP_OSM macrophages'.,pending,
Macrophage,MP_TREM2+,human,false,TREM2,implied,Fig.2a,MP_TREM2+ is a myeloid cell state named for TREM2 expression.,pending,
Monocyte,MO_CD16+,human,false,FCGR3A,implied,Fig.2a,MO_CD16+ is a myeloid cell state named for CD16 (FCGR3A) expression.,pending,
Monocyte,MO_VCAN+,human,false,VCAN,implied,Fig.2a,MO_VCAN+ is a myeloid cell state named for VCAN expression.,pending,
Myeloid cell,,human,false,CX3CR1,implied,Extended Data Fig. 4c,Condition-split UMAP showing CX3CR1 expression per myeloid nuclei across control and myocarditis groups,pending,
NK cell,NK_CD16hi,human,false,FCGR3A,implied,Fig.3a,NK_CD16hi is a NK cell state named for CD16 (FCGR3A) expression.,pending,
NK cell,NK_CD16hi_IFNGhi,human,false,FCGR3A,implied,Fig.3a,NK_CD16hi_IFNGhi is a NK cell state named for CD16 (FCGR3A) and IFNG expression.,pending,
NK cell,NK_CD16hi_IFNGhi,human,false,IFNG,implied,Fig.3a,NK_CD16hi_IFNGhi is a NK cell state named for IFNG expression.,pending,
NK cell,NK_CD56hi,human,false,NCAM1,implied,Fig.3a,NK_CD56hi is a NK cell state named for CD56 (NCAM1) expression.,pending,
Pericyte,PC1.1,human,false,ADAMTS1,implied,Results p.7,"We identified one additional PC state (PC1.1) with enriched expression of genes with anti-angiogenic capacity, including ADAMTS9, ADAMTS1 and HIPK2",pending,
Pericyte,PC1.1,human,false,ADAMTS9,implied,Results p.7,"We identified one additional PC state (PC1.1) with enriched expression of genes with anti-angiogenic capacity, including ADAMTS9, ADAMTS1 and HIPK2",pending,
Pericyte,PC1.1,human,false,HIPK2,implied,Results p.7,"We identified one additional PC state (PC1.1) with enriched expression of genes with anti-angiogenic capacity, including ADAMTS9, ADAMTS1 and HIPK2",pending,
T cell,CD8T_act_effector,human,false,CD38,implied,Results p.6,CD8+ T cells in Post-COVID-19 furthermore showed upregulated expression of activation markers such as CD38 and HLA-DR,pending,
T cell,CD4T_RORC+,human,false,CD4,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD4 is a lineage marker.,pending,
T cell,CD4T_em1,human,false,CD4,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD4 is a lineage marker.,pending,
T cell,CD4T_em2,human,false,CD4,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD4 is a lineage marker.,pending,
T cell,CD4T_cm,human,false,CD4,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD4 is a lineage marker.,pending,
T cell,CD4T_reg,human,false,CD4,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD4 is a lineage marker.,pending,
T cell,CD8T_act_effector,human,false,CD8A,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD8A is a lineage marker.,pending,
T cell,CD8T_em1,human,false,CD8A,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD8A is a lineage marker.,pending,
T cell,CD8T_em2,human,false,CD8A,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD8A is a lineage marker.,pending,
T cell,CD8T_em3,human,false,CD8A,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD8A is a lineage marker.,pending,
T cell,CD8T_GNLY_effector,human,false,CD8A,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; CD8A is a lineage marker.,pending,
T cell,CD8T_act_effector,human,false,FCGR3A,implied,Results p.6,We identified highly activated CD16+CD8+ T cells (CD8T_act_effector),pending,
T cell,CD4T_reg,human,false,FOXP3,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; FOXP3 is listed as a transcription factor marker.,pending,
T cell,CD8T_GNLY_effector,human,false,GNLY,implied,Results p.6,cytotoxic GNLY-expressing effector cell proportions increased,pending,
T cell,CD8T_act_effector,human,false,HLA-DRA,implied,Results p.6,CD8+ T cells in Post-COVID-19 furthermore showed upregulated expression of activation markers such as CD38 and HLA-DR,pending,
T cell,T_prolif,human,false,MKI67,implied,Fig.3c,Heatmap showing z-score standardized expression of select marker genes per T cell cluster; MKI67 is listed as a proliferation marker.,pending,
T cell,CD4T_RORC+,human,false,RORC,implied,Fig.3a,Cluster named CD4T_RORC+; text also mentions 'RORC+CD4+ T cells'.,pending,
