cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Adipocytes,AD3,human,false,OSMR,implied,"Results, Adipocytes","immune AD3, expressing OSMR and cytokine-responsive genes",pending,
Endothelial cells,EC7,human,false,NPR3,implied,"Results, Endothelial cells","EC7 expressed endocardial-enriched genes [SMOC1, NPR3, and POSTN]",pending,
Endothelial cells,EC7,human,false,POSTN,implied,"Results, Endothelial cells","EC7 expressed endocardial-enriched genes [SMOC1, NPR3, and POSTN]",pending,
Endothelial cells,EC7,human,false,SMOC1,implied,"Results, Endothelial cells","EC7 expressed endocardial-enriched genes [SMOC1, NPR3, and POSTN]",pending,
Macrophages,LYVE1highMHCIIlow,human,false,LYVE1,implied,"Results, Myeloid cells",The tissue-resident MPs LYVE1highMHCIIlow and LYVE1lowMHCIIhigh,pending,
Macrophages,LYVE1lowMHCIIhigh,human,false,LYVE1,implied,"Results, Myeloid cells",The tissue-resident MPs LYVE1highMHCIIlow and LYVE1lowMHCIIhigh,pending,
Neuronal cells,NC1.2,human,true,AJAP1,implied,"Results, Neuronal cells","NC1.2 up-regulated genes associated with electrocardiogram intervals (SLC35F1 and AJAP1; Fig. 5D), IGFBP5, involved in neuronal apoptosis and autophagy, and the ion channel and heart rate regulator KCNK1.",pending,
Neuronal cells,NC1.3,human,true,GALR1,implied,"Results, Neuronal cells",NC1.3 was enriched for the neuromodulator receptor GALR1 and phosphodiesterases PDE10A and PDE3B,pending,
Neuronal cells,NC1.2,human,true,IGFBP5,implied,"Results, Neuronal cells","NC1.2 up-regulated genes associated with electrocardiogram intervals (SLC35F1 and AJAP1; Fig. 5D), IGFBP5, involved in neuronal apoptosis and autophagy, and the ion channel and heart rate regulator KCNK1.",pending,
Neuronal cells,NC1.2,human,true,KCNK1,implied,"Results, Neuronal cells","NC1.2 up-regulated genes associated with electrocardiogram intervals (SLC35F1 and AJAP1; Fig. 5D), IGFBP5, involved in neuronal apoptosis and autophagy, and the ion channel and heart rate regulator KCNK1.",pending,
Neuronal cells,NC1.1,human,true,NFATC2,implied,"Results, Neuronal cells",NC1.1 was distinguished by the highest up-regulation of NFATC2.,pending,
Neuronal cells,NC1.3,human,true,PDE10A,implied,"Results, Neuronal cells",NC1.3 was enriched for the neuromodulator receptor GALR1 and phosphodiesterases PDE10A and PDE3B,pending,
Neuronal cells,NC1.3,human,true,PDE3B,implied,"Results, Neuronal cells",NC1.3 was enriched for the neuromodulator receptor GALR1 and phosphodiesterases PDE10A and PDE3B,pending,
Neuronal cells,NC1.2,human,true,SLC35F1,implied,"Results, Neuronal cells","NC1.2 up-regulated genes associated with electrocardiogram intervals (SLC35F1 and AJAP1; Fig. 5D), IGFBP5, involved in neuronal apoptosis and autophagy, and the ion channel and heart rate regulator KCNK1.",pending,
Smooth muscle cells,SMC1.1,human,false,ACTA2,implied,"Results, Smooth muscle cells and pericytes","SMC1.1, which had higher expression of ACTA2, MYH11, and TAGLN",pending,
Smooth muscle cells,SMC1.2,human,false,ATP10A,implied,"Results, Smooth muscle cells and pericytes","SMC1.2, which strongly expressed ITGA8, required for maintenance of SMC contractile phenotype, and ATP10A",pending,
Smooth muscle cells,SMC2,human,false,ELN,implied,"Results, Smooth muscle cells and pericytes",SMC2 expressed high levels of genes involved in collagen and elastic fiber formation (ELN and LAMA2) and MYH10,pending,
Smooth muscle cells,SMC1.2,human,false,ITGA8,implied,"Results, Smooth muscle cells and pericytes","SMC1.2, which strongly expressed ITGA8, required for maintenance of SMC contractile phenotype, and ATP10A",pending,
Smooth muscle cells,SMC2,human,false,LAMA2,implied,"Results, Smooth muscle cells and pericytes",SMC2 expressed high levels of genes involved in collagen and elastic fiber formation (ELN and LAMA2) and MYH10,pending,
Smooth muscle cells,SMC2,human,false,MYH10,implied,"Results, Smooth muscle cells and pericytes",SMC2 expressed high levels of genes involved in collagen and elastic fiber formation (ELN and LAMA2) and MYH10,pending,
Smooth muscle cells,SMC1.1,human,false,MYH11,implied,"Results, Smooth muscle cells and pericytes","SMC1.1, which had higher expression of ACTA2, MYH11, and TAGLN",pending,
Smooth muscle cells,SMC1.1,human,false,TAGLN,implied,"Results, Smooth muscle cells and pericytes","SMC1.1, which had higher expression of ACTA2, MYH11, and TAGLN",pending,
