cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Schwann,,human,true,NGFR,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
acinar,,human,false,REG1B,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
activated stellate,,human,false,FABP4,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
alpha,,human,false,GCG,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
beta,,human,false,INS,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
delta,,human,false,SST,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
ductal,,human,false,KRT19,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
endothelial,,human,false,PLVAP,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
epsilon,,human,false,GHRL,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
gamma,,human,false,PPY,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
immune,,human,false,C1QC,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
mast,,human,false,TPSB2,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
proliferating cells,,human,false,TOP2A,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
stellate,,human,false,COL1A1,explicit,Methods: Cell Annotation,"The estimated cell types (and indicative markers) were beta (INS), alpha (GCG), delta (SST), gamma (PPY), epsilon (GHRL), ductal (KRT19), acinar (REG1B), stellate (COL1A1), activated stellate (FABP4), endothelial (PLVAP), Schwann (NGFR), immune (C1QC), mast (TPSB2) and proliferating cells (TOP2A).",pending,
α-cell,,human,false,GCG,explicit,"Supplementary text, first paragraph","In addition to classic hormone-encoding marker genes such as INS, GCG, SST, PPY, and GHRL, we identified 270 α-, 272 β-, 173 δ-, 130 γ-, and 194 ε-cell signature genes...",pending,
β,,human,false,INS,explicit,Results p.13,cell subpopulations expressed INS at comparable levels confirming their β-cell identity,pending,
