cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Epithelial stem,,human,false,LGR5,explicit,Fig.4b,"Stem markers: LGR5, OLFM4, SOX9",pending,
Epithelial stem,,human,false,OLFM4,explicit,Fig.4b,"Stem markers: LGR5, OLFM4, SOX9",pending,
Epithelial stem,,human,false,SOX9,explicit,Fig.4b,"Stem markers: LGR5, OLFM4, SOX9",pending,
INFLARE,,human,false,AQP5,explicit,"Fig.3f-h and Extended Data Fig.7g,h",We located INFLAREs (MUC6+AQP5+BPIFB1+) at the crypt base...,pending,
INFLARE,,human,false,BPIFB1,explicit,"Fig.3f-h and Extended Data Fig.7g,h",We located INFLAREs (MUC6+AQP5+BPIFB1+) at the crypt base...,pending,
INFLARE,,human,false,MUC6,explicit,"Fig.3f-h and Extended Data Fig.7g,h",We located INFLAREs (MUC6+AQP5+BPIFB1+) at the crypt base...,pending,
Surface foveolar-like,,human,false,MUC5AC,explicit,"Fig.3f-h and Extended Data Fig.7g,h",surface foveolar cells (MUC5AC+) at the crypt top of metaplastic glands,pending,
INFLARE,,human,false,CXCL17,implied,Fig.4f,"cNMF_42 MGN/INFLARE factor genes: PGC, TFF2, AQP5, MUC6, CXCL17, GP2, BPIFB1, TCN1",pending,
INFLARE,,human,false,GP2,implied,Fig.4f,"cNMF_42 MGN/INFLARE factor genes: PGC, TFF2, AQP5, MUC6, CXCL17, GP2, BPIFB1, TCN1",pending,
INFLARE,,human,false,PGC,implied,Fig.4f,"cNMF_42 MGN/INFLARE factor genes: PGC, TFF2, AQP5, MUC6, CXCL17, GP2, BPIFB1, TCN1",pending,
INFLARE,,human,false,TCN1,implied,Fig.4f,"cNMF_42 MGN/INFLARE factor genes: PGC, TFF2, AQP5, MUC6, CXCL17, GP2, BPIFB1, TCN1",pending,
INFLARE,,human,false,TFF2,implied,Fig.4f,"cNMF_42 MGN/INFLARE factor genes: PGC, TFF2, AQP5, MUC6, CXCL17, GP2, BPIFB1, TCN1",pending,
