cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Basal,1 KHDRBS2+,human,false,KHDRBS2,explicit,Supplementary Note: Detailed Cell Type Annotation,"In addition, KHDRBS2 marked a distinct basal 1 population",pending,
Ciliated,Ciliated 2,human,false,CFAP54,explicit,Supplementary Note: Detailed Cell Type Annotation,"the differentiation trajectory points from ciliated 1 (PIFO, OMG) to ciliated 2 (CFAP54, DZIP1L) cells",pending,
Ciliated,Ciliated 2,human,false,DZIP1L,explicit,Supplementary Note: Detailed Cell Type Annotation,"the differentiation trajectory points from ciliated 1 (PIFO, OMG) to ciliated 2 (CFAP54, DZIP1L) cells",pending,
Ciliated,Ciliated 1,human,false,OMG,explicit,Supplementary Note: Detailed Cell Type Annotation,"the differentiation trajectory points from ciliated 1 (PIFO, OMG) to ciliated 2 (CFAP54, DZIP1L) cells",pending,
Ciliated,Ciliated 1,human,false,PIFO,explicit,Supplementary Note: Detailed Cell Type Annotation,"the differentiation trajectory points from ciliated 1 (PIFO, OMG) to ciliated 2 (CFAP54, DZIP1L) cells",pending,
Club,,human,false,SCGB1A1,explicit,Supplementary Note: Detailed Cell Type Annotation,"giving rise to more differentiated club cells (SCGB1A1, SCGB3A1)",pending,
Club,,human,false,SCGB3A1,explicit,Supplementary Note: Detailed Cell Type Annotation,"giving rise to more differentiated club cells (SCGB1A1, SCGB3A1)",pending,
Cycling Hillock,,human,false,KRT13,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Cycling Hillock,,human,false,KRT14,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Cycling Hillock,,human,false,KRT6A,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Deuterosomal,,human,false,CDC20,explicit,Supplementary Note: Detailed Cell Type Annotation,"Between secretory and ciliated clusters, we observe deuterosomal cells as intermediates marked by CDC20 and FOXN4",pending,
Deuterosomal,,human,false,FOXN4,explicit,Supplementary Note: Detailed Cell Type Annotation,"Between secretory and ciliated clusters, we observe deuterosomal cells as intermediates marked by CDC20 and FOXN4",pending,
Goblet,Goblet 2 BPIFA2+,human,false,BPIFA2,explicit,Supplementary Note: Detailed Cell Type Annotation,"three distinct goblet 2 populations (BPIFA2, PLAU, and goblet 2 inflammatory cells)",pending,
Goblet,Goblet 2 PLAU+,human,false,PLAU,explicit,Supplementary Note: Detailed Cell Type Annotation,"three distinct goblet 2 populations (BPIFA2, PLAU, and goblet 2 inflammatory cells)",pending,
Hillock,,human,false,KRT13,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Hillock,,human,false,KRT14,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Hillock,,human,false,KRT6A,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Hillock precursor,,human,false,KRT13,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Hillock precursor,,human,false,KRT14,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Hillock precursor,,human,false,KRT6A,explicit,Supplementary Note: Detailed Cell Type Annotation,"all marked by KRT14, KRT6A and KRT13 expression and referred to as Hillock, cycling Hillock and Hillock precursor cells",pending,
Novel epithelial cells with an inflammatory gene expression,,human,false,S100A8,explicit,Fig. 4,Novel epithelial cells with an inflammatory gene expression (S100A8/A9) are found enriched in COVID-19 patients.,pending,
Novel epithelial cells with an inflammatory gene expression,,human,false,S100A9,explicit,Fig. 4,Novel epithelial cells with an inflammatory gene expression (S100A8/A9) are found enriched in COVID-19 patients.,pending,
Secretory,GALNT4+,human,false,GALNT4,explicit,Supplementary Note: Detailed Cell Type Annotation,GALNT4 marks a distinct secretory subtype,pending,
Squamous,,human,false,KRT78,explicit,Supplementary Note: Detailed Cell Type Annotation,"we detect squamous cells (SPRR3, KRT78)",pending,
Squamous,,human,false,SPRR3,explicit,Supplementary Note: Detailed Cell Type Annotation,"we detect squamous cells (SPRR3, KRT78)",pending,
Transit epi 1,,human,false,FP236383.2,explicit,Supplementary Note: Detailed Cell Type Annotation,"Distinguishing markers for these two clusters are two long non-coding RNAs, FP671120.4 and FP236383.2 for both",pending,
Transit epi 1,,human,false,FP671120.4,explicit,Supplementary Note: Detailed Cell Type Annotation,"Distinguishing markers for these two clusters are two long non-coding RNAs, FP671120.4 and FP236383.2 for both",pending,
Transit epi 2,,human,false,FP236383.2,explicit,Supplementary Note: Detailed Cell Type Annotation,"Distinguishing markers for these two clusters are two long non-coding RNAs, FP671120.4 and FP236383.2 for both",pending,
Transit epi 2,,human,false,FP671120.4,explicit,Supplementary Note: Detailed Cell Type Annotation,"Distinguishing markers for these two clusters are two long non-coding RNAs, FP671120.4 and FP236383.2 for both",pending,
Transit epi 2,,human,false,HIST1H1E,explicit,Supplementary Note: Detailed Cell Type Annotation,and HIST1H1E for Transit epi 2,pending,
airway epithelial cells,,human,false,EPCAM,explicit,Fig. 2g,"IHC confocal microscopy image illustrating expression of S100A9 (green) by epithelial cells (EPCAM, magenta) in the nasal epithelium.",pending,
Basal,2,human,false,DAPL1,implied,Supplementary Note: Detailed Cell Type Annotation,basal 2 cells are high in DAPL1 and NOTCH1,pending,
Basal,2,human,false,NOTCH1,implied,Supplementary Note: Detailed Cell Type Annotation,basal 2 cells are high in DAPL1 and NOTCH1,pending,
Goblet,,human,false,MUC5AC,implied,Supplementary Note: Detailed Cell Type Annotation,Goblet cells have high MUC5AC expression and were subdivided into TFF1-hi goblet 1 and three distinct goblet 2 populations,pending,
Goblet,TFF1-hi goblet 1,human,false,TFF1,implied,Supplementary Note: Detailed Cell Type Annotation,TFF1-hi goblet 1,pending,
IL-6+ monocytes,,human,false,IL6,implied,Fig. 2f,"Representative 5 enriched GO terms in genes up-regulated in COVID-19 samples in transit epithelial 1 cells, goblet 2 inflammatory cells, and IL-6+ monocytes.",pending,
Transit epi 1,,human,false,MUC2,implied,Supplementary Note: Detailed Cell Type Annotation,"They co-express ciliated cell markers (PIFO) and secretory genes (MUC2), but are FOXJ1 low",pending,
Transit epi 1,,human,false,PIFO,implied,Supplementary Note: Detailed Cell Type Annotation,"They co-express ciliated cell markers (PIFO) and secretory genes (MUC2), but are FOXJ1 low",pending,
Transit epi 2,,human,false,MUC2,implied,Supplementary Note: Detailed Cell Type Annotation,"They co-express ciliated cell markers (PIFO) and secretory genes (MUC2), but are FOXJ1 low",pending,
Transit epi 2,,human,false,PIFO,implied,Supplementary Note: Detailed Cell Type Annotation,"They co-express ciliated cell markers (PIFO) and secretory genes (MUC2), but are FOXJ1 low",pending,
