cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
BEST4/OTOP2 cell,,human,false,BEST4,explicit,"p.814, Figure 3B",BEST4/OTOP2 cells appeared early; BEST4 expression shown in epithelial dot plot (Fig3B) and IHC (Fig3I).,pending,
BEST4/OTOP2 cell,,human,false,OTOP2,explicit,"p.814, Figure 3B",BEST4/OTOP2 cells have distinct gene signatures; OTOP2 is a marker for this cell type (Fig3B).,pending,
ENS progenitors,,human,True,DLL3,explicit,"STAR Methods, Neural characterization",The final neural cluster had a relatively lower expression of neuronal markers such as ELAVL4 and expressed genes seen in primitive neuronal progenitors such as DLL3 and DLL4 so was annotated as 'ENS progenitors'.,pending,
ENS progenitors,,human,True,DLL4,explicit,"STAR Methods, Neural characterization",The final neural cluster had a relatively lower expression of neuronal markers such as ELAVL4 and expressed genes seen in primitive neuronal progenitors such as DLL3 and DLL4 so was annotated as 'ENS progenitors'.,pending,
Fibroblast S2,S2,human,false,F3,explicit,p.817,"S2 cells marked by F3, NPY, and FOXL1.",pending,
Fibroblast S2,S2,human,false,FOXL1,explicit,p.817,"S2 cells marked by F3, NPY, and FOXL1.",pending,
Fibroblast S2,S2,human,false,NPY,explicit,p.817,"S2 cells marked by F3, NPY, and FOXL1.",pending,
Fibroblast S3,S3,human,false,C7,explicit,p.817,S3 cells express adult hallmark S3 genes C7 and CCDC80.,pending,
Fibroblast S3,S3,human,false,CCDC80,explicit,p.817,S3 cells express adult hallmark S3 genes C7 and CCDC80.,pending,
Fibroblast S4,S4,human,false,CCL19,explicit,"p.819, Figure 6E","S4 fibroblasts express CCL19, CCL21, and CXCL13; expression increases with development (Fig6E).",pending,
Fibroblast S4,S4,human,false,CCL21,explicit,"p.819, Figure 6E","S4 fibroblasts express CCL19, CCL21, and CXCL13; expression increases with development (Fig6E).",pending,
Fibroblast S4,S4,human,false,CXCL13,explicit,"p.819, Figure 6E","S4 fibroblasts express CCL19, CCL21, and CXCL13; expression increases with development (Fig6E).",pending,
Intestinal stem cell (ISC),,human,false,LGR5,explicit,p.815,"LGR5, a well-characterized ISC gene, expressed in ISCs; diffuse in early development, later localized to crypt base.",pending,
Lymphoid associated glial,LA Glial,human,true,GFRA3,explicit,"Figure 6D, p.819",We identified a unique colonic rather than SI-specific glial population serving as the sole GFRA3 source during development; GFRA3 expression shown in LA Glial cells (Fig6D).,pending,
Lymphoid tissue inducer (LTi) cell,ILC3,human,false,ID2,explicit,"p.819, Table S1","Fetal ILC3s expressed IL7RA and ID2, vital for Peyer's patch formation; distinguishing LTi type 3 ILCs.",pending,
Lymphoid tissue inducer (LTi) cell,ILC3,human,false,IL7RA,explicit,"p.819, Table S1","Fetal ILC3s expressed IL7RA and ID2, vital for Peyer's patch formation; distinguishing LTi type 3 ILCs.",pending,
Pericyte,,human,false,ANGPT2,explicit,"Figure 4B, p.815","Pericyte sub-type defined by angiogenesis drivers PRRX1, THBS4, and ANGPT2 in dot plot heatmap (Fig4B).",pending,
Pericyte,,human,false,PRRX1,explicit,"Figure 4B, p.815","Pericyte sub-type defined by angiogenesis drivers PRRX1, THBS4, and ANGPT2 in dot plot heatmap (Fig4B).",pending,
Pericyte,,human,false,THBS4,explicit,"Figure 4B, p.815","Pericyte sub-type defined by angiogenesis drivers PRRX1, THBS4, and ANGPT2 in dot plot heatmap (Fig4B).",pending,
Smooth muscle cell,,human,false,ACTA2,explicit,"Figure 4F, p.817",Progenitor and differentiated iSMCs marked by PLPP2 and ACTA2 (Fig4F).,pending,
Smooth muscle cell,,human,false,PLPP2,explicit,"Figure 4F, p.817",Progenitor and differentiated iSMCs marked by PLPP2 and ACTA2 (Fig4F).,pending,
excitatory motor neuron,,human,True,CASZ1,explicit,"STAR Methods, Neural characterization","excitory motor neurons by expression of CASZ1, SLC5A7 and GFRA2",pending,
excitatory motor neuron,,human,True,GFRA2,explicit,"STAR Methods, Neural characterization","excitory motor neurons by expression of CASZ1, SLC5A7 and GFRA2",pending,
excitatory motor neuron,,human,True,SLC5A7,explicit,"STAR Methods, Neural characterization","excitory motor neurons by expression of CASZ1, SLC5A7 and GFRA2",pending,
glial cells,,human,True,S100B,explicit,"STAR Methods, Neural characterization","5 clusters of cells that expressed genes matching glial (SOX10, S100B)",pending,
glial cells,,human,True,SOX10,explicit,"STAR Methods, Neural characterization","5 clusters of cells that expressed genes matching glial (SOX10, S100B)",pending,
glial progenitors,,human,True,PHOX2B,explicit,"STAR Methods, Neural characterization","a cluster with relatively lower expression of mature glial markers, represented by predominantly early time point cells and also expressed PHOX2B which is seen in enteric nervous system (ENS) progenitors and was thus termed 'glial progenitors'.",pending,
inhibitory motor neuron,,human,True,NOS1,explicit,"STAR Methods, Neural characterization",inhibitory motor neuron by expression of nitric oxide (NOS1) and VIP,pending,
inhibitory motor neuron,,human,True,VIP,explicit,"STAR Methods, Neural characterization",inhibitory motor neuron by expression of nitric oxide (NOS1) and VIP,pending,
inhibitory motor neuron precursor,,human,True,NOS1,explicit,"STAR Methods, Neural characterization","A cluster adjacent to the inhibitory motor cells expressed similar genes such as SCGN and NOS1, but at a lower level and was thus annotated as 'inhibitory motor neuron precursor'.",pending,
inhibitory motor neuron precursor,,human,True,SCGN,explicit,"STAR Methods, Neural characterization","A cluster adjacent to the inhibitory motor cells expressed similar genes such as SCGN and NOS1, but at a lower level and was thus annotated as 'inhibitory motor neuron precursor'.",pending,
interneurons,,human,True,PENK,explicit,"STAR Methods, Neural characterization",interneurons were identified by expression of tachkinin (TAC1) and enkephalin (PENK),pending,
interneurons,,human,True,TAC1,explicit,"STAR Methods, Neural characterization",interneurons were identified by expression of tachkinin (TAC1) and enkephalin (PENK),pending,
