cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Macrophage,Perivascular,human,false,MRC1,explicit,Results p.569,"perivascular macrophages (MRC1+, which encodes macrophage-specific mannose receptor CD20634)",pending,
Microglia,COVID-19-associated,human,false,C1QC,explicit,Fig.3a,"COVID-19-enriched markers include C1QC, FTL, CD14, FTH1, RIPK1 in the light blue cluster.",pending,
Microglia,COVID-19-associated,human,false,CD14,explicit,Fig.3a,"COVID-19-enriched markers include C1QC, FTL, CD14, FTH1, RIPK1 in the light blue cluster.",pending,
Microglia,COVID-19-associated,human,false,CD68,explicit,Fig.3g,Immunohistochemical staining for the microglial activation marker CD68 (brown) in the frontal medial cortex of a patient with COVID-19.,pending,
Microglia,Homeostatic,human,false,CX3CR1,explicit,Fig.3a,"Cells are coloured by cell-type subcluster (red cluster defined by homeostatic markers; light blue cluster defined by activation markers). Homeostatic markers include P2RY12, IRAK3, CX3CR1, MEF2C.",pending,
Microglia,COVID-19-associated,human,false,FTH1,explicit,Fig.3a,"COVID-19-enriched markers include C1QC, FTL, CD14, FTH1, RIPK1 in the light blue cluster.",pending,
Microglia,COVID-19-associated,human,false,FTL,explicit,Fig.3a,"COVID-19-enriched markers include C1QC, FTL, CD14, FTH1, RIPK1 in the light blue cluster.",pending,
Microglia,Homeostatic,human,false,IRAK3,explicit,Fig.3a,"Cells are coloured by cell-type subcluster (red cluster defined by homeostatic markers; light blue cluster defined by activation markers). Homeostatic markers include P2RY12, IRAK3, CX3CR1, MEF2C.",pending,
Microglia,Homeostatic,human,false,MEF2C,explicit,Fig.3a,"Cells are coloured by cell-type subcluster (red cluster defined by homeostatic markers; light blue cluster defined by activation markers). Homeostatic markers include P2RY12, IRAK3, CX3CR1, MEF2C.",pending,
Microglia,Homeostatic,human,false,P2RY12,explicit,Fig.3a,"Cells are coloured by cell-type subcluster (red cluster defined by homeostatic markers; light blue cluster defined by activation markers). Homeostatic markers include P2RY12, IRAK3, CX3CR1, MEF2C.",pending,
Microglia,COVID-19-associated,human,false,RIPK1,explicit,Fig.3a,"COVID-19-enriched markers include C1QC, FTL, CD14, FTH1, RIPK1 in the light blue cluster.",pending,
T cell,,human,false,CD247,explicit,Results p.569,"T cells (CD247+, which encodes the T cell receptor CD3ζ protein)",pending,
T cells,,human,false,CD247,explicit,Methods: Cell annotations,"To distinguish between confounding (perivascular) macrophages and T cells and pure microglia in the larger cortex immune population, we subset the cluster and repeated the standard steps of Seurat for dimension reduction and unsupervised clustering. Then, to yield pure microglia by requiring the normalized expression of the specific cell-type markers MRC1 and CD247 to be strictly less than 1.",pending,
perivascular macrophages,,human,false,MRC1,explicit,Methods: Cell annotations,"To distinguish between confounding (perivascular) macrophages and T cells and pure microglia in the larger cortex immune population, we subset the cluster and repeated the standard steps of Seurat for dimension reduction and unsupervised clustering. Then, to yield pure microglia by requiring the normalized expression of the specific cell-type markers MRC1 and CD247 to be strictly less than 1.",pending,
Excitatory neuron,NRGN neuron,human,false,NRGN,inferred,Fig.4a,"Cell type label 'NRGN neuron' shown in the dot plot, indicating NRGN as a distinguishing marker.",pending,
Interneuron,IN-PV,human,false,PV,inferred,Fig.4a,"Cell type label 'IN-PV' shown in the dot plot, indicating PV as a distinguishing marker.",pending,
Interneuron,IN-SST,human,false,SST,inferred,Fig.4a,"Cell type label 'IN-SST' shown in the dot plot, indicating SST as a distinguishing marker.",pending,
Interneuron,IN-SV2C,human,false,SV2C,inferred,Fig.4a,"Cell type label 'IN-SV2C' shown in the dot plot, indicating SV2C as a distinguishing marker.",pending,
Interneuron,IN-VIP,human,false,VIP,inferred,Fig.4a,"Cell type label 'IN-VIP' shown in the dot plot, indicating VIP as a distinguishing marker.",pending,
