cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Alveolar fibroblasts,IPF-specific,human,false,CCL2,explicit,Fig. 6h,"high expression of genes previously associated with IPF (CCL2, COL1A1, CTHRC1 and MMP19), as well as further fibrosis-associated markers (SERPINE1, an inhibitor of extracellular matrix breakdown, and HIF1A, a chronic hypoxia response gene; Fig. 6h and Supplementary Table 14)",pending,
Alveolar fibroblasts,IPF-specific,human,false,COL1A1,explicit,Fig. 6h,"high expression of genes previously associated with IPF (CCL2, COL1A1, CTHRC1 and MMP19)",pending,
Alveolar fibroblasts,IPF-specific,human,false,CTHRC1,explicit,Fig. 6h,"high expression of genes previously associated with IPF (CCL2, COL1A1, CTHRC1 and MMP19)",pending,
Alveolar fibroblasts,IPF-specific,human,false,HIF1A,explicit,Fig. 6h,"further fibrosis-associated markers (SERPINE1, an inhibitor of extracellular matrix breakdown, and HIF1A, a chronic hypoxia response gene)",pending,
Alveolar fibroblasts,IPF-specific,human,false,MMP19,explicit,Fig. 6h,"high expression of genes previously associated with IPF (CCL2, COL1A1, CTHRC1 and MMP19)",pending,
Alveolar fibroblasts,IPF-specific,human,false,SERPINE1,explicit,Fig. 6h,"further fibrosis-associated markers (SERPINE1, an inhibitor of extracellular matrix breakdown, and HIF1A, a chronic hypoxia response gene)",pending,
Ionocyte,,human,false,FOXI1,explicit,Fig. 3f,"expression of ionocyte marker FOXI1, tuft cell marker LRMP and neuroendocrine marker CALCA",pending,
Migratory dendritic cells,,human,false,CCR7,explicit,Fig. 3g,"Log-normalized expression of the migratory dendritic cell marker CCR7 in cells identified during re-annotation as migratory dendritic cells, versus other dendritic cells.",pending,
Monocyte-derived macrophages,Inflammatory C1QA high,human,false,C1QA,explicit,Fig. 6i–k,"MDM subset expressing inflammation and phagocytosis-associated genes (cluster 4; CCL18, IL18, C1QA and TREM2)",pending,
Monocyte-derived macrophages,Inflammatory C1QA high,human,false,CCL18,explicit,Fig. 6i–k,"MDM subset expressing inflammation and phagocytosis-associated genes (cluster 4; CCL18, IL18, C1QA and TREM2)",pending,
Monocyte-derived macrophages,Inflammatory CCL2 high,human,false,CCL2,explicit,Fig. 6i–k,"an early and inflammatory MDM state was observed that was high in the expression of CCL2, a gene involved in the recruitment of immune cells. This cluster predominantly contained cells ... (cluster 2; IL1RNhigh and S100A12high)",pending,
Monocyte-derived macrophages,Profibrotic SPP1 high,human,false,CHIT1,explicit,Fig. 6k,"This multidisease cluster is marked by high expression of SPP1, LPL and CHIT1—markers that have been shown to play a causal role in the development of lung fibrosis",pending,
Monocyte-derived macrophages,Inflammatory C1QA high,human,false,IL18,explicit,Fig. 6i–k,"MDM subset expressing inflammation and phagocytosis-associated genes (cluster 4; CCL18, IL18, C1QA and TREM2)",pending,
Monocyte-derived macrophages,Inflammatory CCL2 high,human,false,IL1RN,explicit,Fig. 6i–k,cluster 2; IL1RNhigh and S100A12high,pending,
Monocyte-derived macrophages,Profibrotic SPP1 high,human,false,LPL,explicit,Fig. 6k,"This multidisease cluster is marked by high expression of SPP1, LPL and CHIT1—markers that have been shown to play a causal role in the development of lung fibrosis",pending,
Monocyte-derived macrophages,MARCO high,human,false,MARCO,explicit,Fig. 6i–k,"A third MDM subset represented a more differentiated MDM phenotype, as indicated by the expression of MARCO and MCEMP1",pending,
Monocyte-derived macrophages,MARCO high,human,false,MCEMP1,explicit,Fig. 6i–k,"A third MDM subset represented a more differentiated MDM phenotype, as indicated by the expression of MARCO and MCEMP1",pending,
Monocyte-derived macrophages,Inflammatory CCL2 high,human,false,S100A12,explicit,Fig. 6i–k,cluster 2; IL1RNhigh and S100A12high,pending,
Monocyte-derived macrophages,Profibrotic SPP1 high,human,false,SPP1,explicit,Fig. 6k,"This multidisease cluster is marked by high expression of SPP1, LPL and CHIT1—markers that have been shown to play a causal role in the development of lung fibrosis",pending,
Monocyte-derived macrophages,Inflammatory C1QA high,human,false,TREM2,explicit,Fig. 6i–k,"MDM subset expressing inflammation and phagocytosis-associated genes (cluster 4; CCL18, IL18, C1QA and TREM2)",pending,
Neuroendocrine,,human,false,CALCA,explicit,Fig. 3f,expression of neuroendocrine marker CALCA,pending,
SPP1+ profibrotic monocyte-derived macrophages,,human,false,SPP1,explicit,Abstract (p.1),"shared cell states across multiple lung diseases, including SPP1+ profibrotic monocyte-derived macrophages in COVID-19, pulmonary fibrosis and lung carcinoma.",pending,
Tuft,,human,false,LRMP,explicit,Fig. 3f,expression of tuft cell marker LRMP,pending,
alveolar type 0 cells,,human,false,SCGB3A1,explicit,Results p.1565,"alveolar type 0 cells (n=1,440, expressing STFPB+, SCGB3A2+, SFTPChigh and SCGB3A1low)",pending,
alveolar type 0 cells,,human,false,SCGB3A2,explicit,Results p.1565,"alveolar type 0 cells (n=1,440, expressing STFPB+, SCGB3A2+, SFTPChigh and SCGB3A1low)",pending,
alveolar type 0 cells,,human,false,SFTPC,explicit,Results p.1565,"alveolar type 0 cells (n=1,440, expressing STFPB+, SCGB3A2+, SFTPChigh and SCGB3A1low)",pending,
alveolar type 0 cells,,human,false,STFPB,explicit,Results p.1565,"alveolar type 0 cells (n=1,440, expressing STFPB+, SCGB3A2+, SFTPChigh and SCGB3A1low)",pending,
hematopoietic stem cells,,human,false,CD34,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)",pending,
hematopoietic stem cells,,human,false,PRSS57,explicit,Results p.1565,"hematopoietic stem cells (n=60, expressing SPINK2, STMN, PRSS57 and CD34)",pending,
