cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
B cells,memory,human,false,CD27,explicit,Results (Fig.1E),"memory (CD27, CD44)",pending,
B cells,memory,human,false,CD44,explicit,Results (Fig.1E),"memory (CD27, CD44)",pending,
B cells,activated,human,false,CD69,explicit,Results (Fig.1E),"activated (CD69, CD83)",pending,
B cells,activated,human,false,CD83,explicit,Results (Fig.1E),"activated (CD69, CD83)",pending,
B cells,naive,human,false,IGHD,explicit,Results (Fig.1E),"naive (IGHD, TCL1A)",pending,
B cells,naive,human,false,TCL1A,explicit,Results (Fig.1E),"naive (IGHD, TCL1A)",pending,
Cancer cells,colonocyte-like,human,false,ANPEP,explicit,Results (Fig.1D),"colonocyte-like (FABP1, CEACAM7, ANPEP, SI)",pending,
Cancer cells,Goblet-like,human,false,ATOH1,explicit,Results (Fig.1D),"Goblet-like (MUC2, FCGBP, ZG16, and ATOH1)",pending,
Cancer cells,BEST4,human,false,BEST4,explicit,Results (Fig.1D),"BEST4 (BEST4, OTOP2, SPIB)",pending,
Cancer cells,colonocyte-like,human,false,CEACAM7,explicit,Results (Fig.1D),"colonocyte-like (FABP1, CEACAM7, ANPEP, SI)",pending,
Cancer cells,colonocyte-like,human,false,FABP1,explicit,Results (Fig.1D),"colonocyte-like (FABP1, CEACAM7, ANPEP, SI)",pending,
Cancer cells,Goblet-like,human,false,FCGBP,explicit,Results (Fig.1D),"Goblet-like (MUC2, FCGBP, ZG16, and ATOH1)",pending,
Cancer cells,transit-amplifying-like,human,false,HELLS,explicit,Results (Fig.1D),"transit-amplifying-like (TOP2A, UBE2C, PCLAF, HELLS, TK1)",pending,
Cancer cells,Crypt-like,human,false,LGR5,explicit,Results (Fig.1D),"Crypt-like (LGR5, SMOC2)",pending,
Cancer cells,Goblet-like,human,false,MUC2,explicit,Results (Fig.1D),"Goblet-like (MUC2, FCGBP, ZG16, and ATOH1)",pending,
Cancer cells,BEST4,human,false,OTOP2,explicit,Results (Fig.1D),"BEST4 (BEST4, OTOP2, SPIB)",pending,
Cancer cells,transit-amplifying-like,human,false,PCLAF,explicit,Results (Fig.1D),"transit-amplifying-like (TOP2A, UBE2C, PCLAF, HELLS, TK1)",pending,
Cancer cells,colonocyte-like,human,false,SI,explicit,Results (Fig.1D),"colonocyte-like (FABP1, CEACAM7, ANPEP, SI)",pending,
Cancer cells,Crypt-like,human,false,SMOC2,explicit,Results (Fig.1D),"Crypt-like (LGR5, SMOC2)",pending,
Cancer cells,BEST4,human,false,SPIB,explicit,Results (Fig.1D),"BEST4 (BEST4, OTOP2, SPIB)",pending,
Cancer cells,transit-amplifying-like,human,false,TK1,explicit,Results (Fig.1D),"transit-amplifying-like (TOP2A, UBE2C, PCLAF, HELLS, TK1)",pending,
Cancer cells,transit-amplifying-like,human,false,TOP2A,explicit,Results (Fig.1D),"transit-amplifying-like (TOP2A, UBE2C, PCLAF, HELLS, TK1)",pending,
Cancer cells,transit-amplifying-like,human,false,UBE2C,explicit,Results (Fig.1D),"transit-amplifying-like (TOP2A, UBE2C, PCLAF, HELLS, TK1)",pending,
Cancer cells,Goblet-like,human,false,ZG16,explicit,Results (Fig.1D),"Goblet-like (MUC2, FCGBP, ZG16, and ATOH1)",pending,
Circulating cancer cells,,human,false,EPCAM,explicit,Results (Fig.1D),EPCAM expressing cells in the blood of patients with CRC were annotated as circulating cancer cells.,pending,
Cycling cells,,human,false,CDK1,explicit,Results (Fig.1E),"cycling states (MKI67, CDK1)",pending,
Cycling cells,,human,false,MKI67,explicit,Results (Fig.1E),"cycling states (MKI67, CDK1)",pending,
Eosinophils,,human,false,CCR3,explicit,Results (Fig.1E),"eosinophils (CLC, CCR3)",pending,
Eosinophils,,human,false,CLC,explicit,Results (Fig.1E),"eosinophils (CLC, CCR3)",pending,
Gamma-delta T cells,,human,false,TRDV1,explicit,Results (Fig.1E),"gamma-delta T cells (TRDV1, TRGC1)",pending,
Gamma-delta T cells,,human,false,TRGC1,explicit,Results (Fig.1E),"gamma-delta T cells (TRDV1, TRGC1)",pending,
ILCs,,human,false,IL4I1,explicit,Results (Fig.1E),"innate lymphoid cells (ILCs; IL4I1, KIT)",pending,
ILCs,,human,false,KIT,explicit,Results (Fig.1E),"innate lymphoid cells (ILCs; IL4I1, KIT)",pending,
Macrophages,,human,false,C1QA,explicit,Results (Fig.1E),"macrophages (C1QA, C1QB)",pending,
Macrophages,,human,false,C1QB,explicit,Results (Fig.1E),"macrophages (C1QA, C1QB)",pending,
Mast cells,,human,false,CPA3,explicit,Results (Fig.1E),"mast cells (TPSB2, CPA3)",pending,
Mast cells,,human,false,TPSB2,explicit,Results (Fig.1E),"mast cells (TPSB2, CPA3)",pending,
Monocytes,,human,false,CD14,explicit,Results (Fig.1E),"monocytes (VCAN, CD14)",pending,
Monocytes,,human,false,VCAN,explicit,Results (Fig.1E),"monocytes (VCAN, CD14)",pending,
NK cells,,human,false,NKG7,explicit,Results (Fig.1E),"NK cells (NKG7, TYROBP)",pending,
NK cells,,human,false,TYROBP,explicit,Results (Fig.1E),"NK cells (NKG7, TYROBP)",pending,
Neutrophil,,mouse,false,S100a8,explicit,Methods: Single-cell RNA sequencing of mouse neutrophils - data analysis,"Neutrophil clusters were identified using on the one hand neutrophil specific marker genes (S100a8, S100a9) and an automatic annotation approach called SingleR with the murine ImmGen as reference.",pending,
Neutrophil,,mouse,false,S100a9,explicit,Methods: Single-cell RNA sequencing of mouse neutrophils - data analysis,"Neutrophil clusters were identified using on the one hand neutrophil specific marker genes (S100a8, S100a9) and an automatic annotation approach called SingleR with the murine ImmGen as reference.",pending,
Neutrophils,,human,false,CXCR2,explicit,Results (Fig.1E),"neutrophils (CXCR2, FCGR3B)",pending,
Neutrophils,,human,false,FCGR3B,explicit,Results (Fig.1E),"neutrophils (CXCR2, FCGR3B)",pending,
Neutrophils,tumor-associated neutrophil,human,false,OLR1,explicit,Results (Table S2),"tumor-associated neutrophil (TAN) markers like OLR1, VEGFA, and PLAU (Table S2)",pending,
Neutrophils,tumor-associated neutrophil,human,false,PLAU,explicit,Results (Table S2),"tumor-associated neutrophil (TAN) markers like OLR1, VEGFA, and PLAU (Table S2)",pending,
Neutrophils,tumor-associated neutrophil,human,false,VEGFA,explicit,Results (Table S2),"tumor-associated neutrophil (TAN) markers like OLR1, VEGFA, and PLAU (Table S2)",pending,
Plasma cells,,human,false,IGHA1,explicit,Results (Fig.1E),"plasma cells (JCHAIN) express immunoglobulins such as IgA (IGHA1), IgG (IGHG1), and IgM (IGHM)",pending,
Plasma cells,,human,false,IGHG1,explicit,Results (Fig.1E),"plasma cells (JCHAIN) express immunoglobulins such as IgA (IGHA1), IgG (IGHG1), and IgM (IGHM)",pending,
Plasma cells,,human,false,IGHM,explicit,Results (Fig.1E),"plasma cells (JCHAIN) express immunoglobulins such as IgA (IGHA1), IgG (IGHG1), and IgM (IGHM)",pending,
Plasma cells,,human,false,JCHAIN,explicit,Results (Fig.1E),"plasma cells (JCHAIN) express immunoglobulins such as IgA (IGHA1), IgG (IGHG1), and IgM (IGHM)",pending,
Progenitors,,human,false,AXL,explicit,Results (Fig.1E),"progenitors (CD24, AXL)",pending,
Progenitors,,human,false,CD24,explicit,Results (Fig.1E),"progenitors (CD24, AXL)",pending,
Siglec-F+ neutrophils,mature long-lived tumor-promoting cells,mouse,false,SiglecF,explicit,Results p.156,"Siglec-F+ neutrophils are mature, long-lived tumor-promoting cells, and the selective depletion of Siglec-F+ neutrophils could be of importance for the development of immunotherapies targeting myeloid cells.",pending,
Stem-like cells,,human,false,LEF1,explicit,Results (Fig.1E),stem-like cells (LEF1),pending,
T cells,CD4,human,false,CD4,explicit,Results (Fig.1E),T cells - CD4 (CD4),pending,
T cells,CD8,human,false,CD8A,explicit,Results (Fig.1E),CD8 (CD8A),pending,
T cells,T regulatory,human,false,FOXP3,explicit,Results (Fig.1E),T regulatory cells (FOXP3),pending,
TAN2/TAN3,antigen-presenting neutrophils,human,false,HLA-DRA,explicit,Results p.152,"The other trajectory was leading toward a phenotype defined by the high expression of antigen-presentation-associated markers, such as HLA-DRA (TAN2/TAN3).",pending,
TAN4,pro-tumor TAN phenotype,human,false,IL1A,explicit,Results p.152,"From TAN1, neutrophils diverged into two trajectories: one leading to a putative pro-tumor TAN phenotype (TAN4) characterized by the high expression of IL1A and IL1B.",pending,
