cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Macrophage,M2_LYVE1+,human,false,LYVE1,explicit,"Results, section 'The human skeletal muscle microenvironment in aging' (Fig.5g)","At the same time, anti-inflammatory M2-like LYVE1+ macrophages detected with LYVE1 RNAscope probes decreased with age (Fig. 5g,h), consistent with a recent mouse study showing a decrease in anti-inflammatory signals in the aged muscle.",pending,
Myocyte,MYH8+,human,false,MYH8,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3c)","Among single-cell populations, we observed two myocyte states marked by MYH8 and RASA4, respectively, and five MF fragment populations (Extended Data Fig. 4c,d).",pending,
Myocyte,RASA4+,human,false,RASA4,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3c)","Among single-cell populations, we observed two myocyte states marked by MYH8 and RASA4, respectively, and five MF fragment populations (Extended Data Fig. 4c,d).",pending,
Myofiber,MF-IIX,human,false,MYH1,explicit,"Results, section 'Mechanisms countering fast-twitch MF loss in aging' (Fig.4b)","For the MF, we used immunofluorescence staining of myosin heavy chain proteins (Fig. 4b) followed by automatic image analysis (Extended Data Fig. 6a,b and Methods) to distinguish slow-twitch (type I, MYH7+), fast-twitch (type IIA, MYH2+, and type IIX, MYH1+) and hybrid (type IIA–IIX and MYH2+MYH1+) MFs.",pending,
Myofiber,MF-IIA,human,false,MYH2,explicit,"Results, section 'Mechanisms countering fast-twitch MF loss in aging' (Fig.4b)","For the MF, we used immunofluorescence staining of myosin heavy chain proteins (Fig. 4b) followed by automatic image analysis (Extended Data Fig. 6a,b and Methods) to distinguish slow-twitch (type I, MYH7+), fast-twitch (type IIA, MYH2+, and type IIX, MYH1+) and hybrid (type IIA–IIX and MYH2+MYH1+) MFs.",pending,
Myofiber,MF-I,human,false,MYH7,explicit,"Results, section 'Mechanisms countering fast-twitch MF loss in aging' (Fig.4b)","For the MF, we used immunofluorescence staining of myosin heavy chain proteins (Fig. 4b) followed by automatic image analysis (Extended Data Fig. 6a,b and Methods) to distinguish slow-twitch (type I, MYH7+), fast-twitch (type IIA, MYH2+, and type IIX, MYH1+) and hybrid (type IIA–IIX and MYH2+MYH1+) MFs.",pending,
Myonuclei,,human,false,MYH1,explicit,Computational methods - Myonuclei typing,"Myonuclei typing was performed using single-nucleus expression measurements of MYH1, MYH2 and MYH7, which were scaled by library size and log transformed; a minimum threshold of 0.5 was used to classify myonuclei as expressing a particular gene.",pending,
Myonuclei,,human,false,MYH2,explicit,Computational methods - Myonuclei typing,"Myonuclei typing was performed using single-nucleus expression measurements of MYH1, MYH2 and MYH7, which were scaled by library size and log transformed; a minimum threshold of 0.5 was used to classify myonuclei as expressing a particular gene.",pending,
Myonuclei,,human,false,MYH7,explicit,Computational methods - Myonuclei typing,"Myonuclei typing was performed using single-nucleus expression measurements of MYH1, MYH2 and MYH7, which were scaled by library size and log transformed; a minimum threshold of 0.5 was used to classify myonuclei as expressing a particular gene.",pending,
Myonucleus,OTUD1+ (I-OTU/II-OTU),human,false,CREB5,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3h)","However, they still showed upregulation of the same set of genes (OTUD1, CREB5, XIRP1, DNAJA4, TNFRSF12A and others), involved in muscle development, differentiation and response to damage, as compared to the baseline MF-I and MF-II states (Fig. 3h and Extended Data Fig. 4g).",pending,
Myonucleus,OTUD1+ (I-OTU/II-OTU),human,false,DNAJA4,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3h)","However, they still showed upregulation of the same set of genes (OTUD1, CREB5, XIRP1, DNAJA4, TNFRSF12A and others), involved in muscle development, differentiation and response to damage, as compared to the baseline MF-I and MF-II states (Fig. 3h and Extended Data Fig. 4g).",pending,
Myonucleus,FAM189A2+ (I-FAM/II-FAM),human,false,FAM189A2,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3f)",we identified reference MF-I and MF-II nuclei as well as paired FAM189A2+ (I-FAM and II-FAM) and OTUD1+ (I-OTU and II-OTU) nuclei states,pending,
Myonucleus,FAM189A2+ (I-FAM/II-FAM),human,false,NAMPT,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3f)","Generally, the paired FAM189A2+ nuclei (I-FAM and II-FAM) showed expression of the same marker genes, including NAMPT, which encodes an enzyme involved in NAD+ metabolism, as well as stress response genes STAT3 and SOCS3, which are activated by cytokine signaling (Fig. 3f).",pending,
Myonucleus,OTUD1+ (I-OTU/II-OTU),human,false,OTUD1,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3h)","However, they still showed upregulation of the same set of genes (OTUD1, CREB5, XIRP1, DNAJA4, TNFRSF12A and others), involved in muscle development, differentiation and response to damage, as compared to the baseline MF-I and MF-II states (Fig. 3h and Extended Data Fig. 4g).",pending,
Myonucleus,FAM189A2+ (I-FAM/II-FAM),human,false,SOCS3,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3f)","Generally, the paired FAM189A2+ nuclei (I-FAM and II-FAM) showed expression of the same marker genes, including NAMPT, which encodes an enzyme involved in NAD+ metabolism, as well as stress response genes STAT3 and SOCS3, which are activated by cytokine signaling (Fig. 3f).",pending,
Myonucleus,FAM189A2+ (I-FAM/II-FAM),human,false,STAT3,explicit,"Results, section 'Integrated single-cell and single-nucleus MF atlas' (Fig.3f)","Generally, the paired FAM189A2+ nuclei (I-FAM and II-FAM) showed expression of the same marker genes, including NAMPT, which encodes an enzyme involved in NAD+ metabolism, as well as stress response genes STAT3 and SOCS3, which are activated by cytokine signaling (Fig. 3f).",pending,
